fips_state_county_code,year,site_name,pop_total_any_ethnicity,pop_adult_any_ethnicity,pop_total_any_ethnicity_17,pop_total_hispanic_any_race,pop_adult_hispanic_any_race,pop_adult_hispanic_17_any_race,pop_total_black_any_ethnicity,pop_adult_black_any_ethnicity,pop_total_black_non_hispanic,pop_adult_black_non_hispanic,pop_adult_black_17_any_ethnicity,pop_adult_black_17_non_hispanic,pop_total_white_any_ethnicity,pop_adult_white_any_ethnicity,pop_total_white_non_hispanic,pop_adult_white_non_hispanic,pop_adult_white_17_any_ethnicity,pop_adult_white_17_non_hispanic,pop_total_AIAN_any_ethnicity,pop_adult_AIAN_any_ethnicity,pop_total_AIAN_non_hispanic,pop_adult_AIAN_non_hispanic,pop_adult_AIAN_17_any_ethnicity,pop_adult_AIAN_17_non_hispanic,pop_total_API_any_ethnicity,pop_adult_API_any_ethnicity,pop_total_API_non_hispanic,pop_adult_API_non_hispanic,pop_adult_API_17_any_ethnicity,pop_adult_API_17_non_hispanic
46103,2012,Pennington,104291,79068,80419,4715,2608,2697,2091,1373,1951,1302,1411,1338,89174,69827,86022,67890,70925,68929,11576,6771,10210,6208,6971,6380,1450,1097,1393,1060,1112,1075
46103,2013,Pennington,106003,80578,81880,4862,2691,2757,2142,1412,1993,1331,1443,1358,90598,71176,87410,69191,72207,70186,11776,6872,10320,6292,7099,6493,1487,1118,1418,1073,1131,1086
46103,2014,Pennington,107613,81903,83243,5141,2836,2914,2128,1371,1963,1275,1402,1305,91938,72360,88568,70257,73447,71289,12007,7011,10470,6420,7218,6605,1540,1161,1471,1115,1176,1130
46103,2015,Pennington,108212,82614,83945,5229,2811,2890,2061,1293,1886,1205,1325,1235,92356,73014,89035,70955,74077,71965,12241,7119,10580,6504,7341,6702,1554,1188,1482,1139,1202,1153
46103,2016,Pennington,109240,83559,84935,5496,2921,3025,2207,1370,2032,1279,1400,1307,93037,73820,89518,71642,74924,72671,12369,7112,10648,6514,7335,6710,1627,1257,1546,1203,1276,1222
46103,2017,Pennington,110686,84848,86238,5830,3115,3208,2275,1413,2095,1324,1443,1354,94215,74936,90425,72579,76044,73616,12453,7160,10689,6558,7391,6767,1743,1339,1647,1272,1360,1293
46103,2018,Pennington,112260,86357,87718,6108,3244,3354,2349,1493,2172,1410,1524,1440,95400,76173,91499,73739,77245,74738,12726,7290,10807,6646,7528,6849,1785,1401,1674,1318,1421,1337
46103,2019,Pennington,114407,88284,89675,6335,3436,3524,2375,1498,2203,1412,1530,1443,97179,77838,93068,75223,78905,76230,12950,7462,11022,6821,7721,7053,1903,1486,1779,1392,1519,1425
46103,2020,Pennington,115926,89782,91175,6512,3555,3670,2447,1551,2254,1450,1587,1484,98644,79159,94372,76454,80253,77468,12860,7524,10946,6877,7768,7092,1975,1548,1842,1446,1567,1461
47157,2010,Shelby,928475,684267,699152,51958,32953,33675,492809,344720,488150,341948,354211,351359,407689,319424,363193,290950,324455,295379,3848,2677,2190,1646,2745,1685,24129,17446,22984,16770,17741,17054
47157,2011,Shelby,933321,690320,704901,53183,33044,33786,498385,350959,493467,348240,360134,357342,406386,318777,360945,290119,323861,294569,3830,2670,2112,1616,2729,1647,24720,17914,23614,17301,18177,17557
47157,2012,Shelby,939421,697189,711362,54453,33353,34128,504735,357617,499642,354912,366363,363581,405518,318571,359095,289584,323657,294004,3900,2659,2068,1593,2716,1627,25268,18342,24163,17747,18626,18022
47157,2013,Shelby,938713,697632,711243,54747,32859,33621,507221,360694,502027,358077,369028,366342,401908,315691,355318,287046,320619,291318,3807,2560,1992,1529,2610,1558,25777,18687,24629,18121,18986,18404
47157,2014,Shelby,937949,698164,711624,55459,32777,33603,509309,363478,503990,360908,371744,369107,398603,313168,351464,284473,317991,288580,3734,2487,1942,1503,2549,1536,26303,19031,25094,18503,19340,18798
47157,2015,Shelby,937598,699213,712691,56608,33005,33804,511330,366409,505887,363860,374711,372094,395586,310833,347539,281856,315609,285925,3786,2454,1889,1468,2491,1490,26896,19517,25675,19024,19880,19378
47157,2016,Shelby,936716,700200,713375,57653,33097,33947,512766,369189,507319,366727,377287,374754,392948,308789,343911,279552,313475,283487,3747,2376,1867,1455,2420,1477,27255,19846,25966,19369,20193,19710
47157,2017,Shelby,936012,700926,714287,58825,33466,34432,513402,371038,507816,368615,379151,376651,391151,307272,341030,277495,312095,281473,3703,2259,1845,1431,2318,1454,27756,20357,26496,19919,20723,20277
47157,2018,Shelby,937239,703209,715961,60509,34289,35288,515073,373856,509460,371408,381530,378996,389795,305949,338111,275358,310599,279121,3826,2266,1827,1414,2311,1440,28545,21138,27332,20740,21521,21116
47157,2019,Shelby,937070,704197,716519,61592,34882,35904,516088,375774,510372,373278,383148,380564,388200,304548,335492,273377,309105,277035,3797,2251,1815,1421,2305,1449,28985,21624,27799,21239,21961,21567
47157,2020,Shelby,936017,703648,716104,62757,35545,36714,516804,377030,510946,374477,384335,381682,386229,302488,332450,270681,307209,274377,3756,2255,1802,1441,2300,1457,29228,21875,28062,21504,22260,21874
48201,2010,Harris,4107542,2957847,3020354,1681054,1089800,1118890,813243,575552,770235,550687,589707,564066,2963681,2134250,1380949,1104202,2178166,1120790,51278,34220,10193,7781,35109,7938,279340,213825,265111,205377,217372,208670
48201,2011,Harris,4179279,3019339,3081459,1721124,1121158,1150594,829061,590019,784545,564308,603847,577318,3008850,2172150,1388271,1112461,2215956,1128669,51674,34966,10259,7900,35873,8042,289694,222204,275080,213512,225783,216836
48201,2012,Harris,4262549,3089334,3151019,1762491,1154540,1184144,848184,606590,801779,579635,619999,592175,3059474,2214620,1400412,1123650,2258333,1139677,52398,35781,10446,8071,36699,8206,302493,232343,287421,223438,235988,226817
48201,2013,Harris,4352419,3161258,3223151,1807949,1190047,1219954,867257,622057,818977,593869,635182,606170,3114400,2258385,1412805,1134139,2302396,1150087,53378,36810,10762,8343,37712,8475,317384,244006,301926,234860,247861,238465
48201,2014,Harris,4454951,3241558,3304870,1856313,1226944,1257871,890892,640196,840270,610745,653607,623312,3175975,2306284,1429370,1147352,2351234,1163243,54159,37739,10975,8555,38628,8681,333925,257339,318023,247962,261401,251763
48201,2015,Harris,4556559,3320630,3385264,1910158,1268068,1300262,915224,659163,862136,628181,672945,641025,3236901,2353298,1440124,1155808,2399192,1171505,55088,38686,11159,8705,39602,8837,349346,269483,332982,259868,273525,263635
48201,2016,Harris,4622836,3372957,3438302,1955219,1303137,1336352,932623,673499,877548,641275,687351,654202,3275100,2382671,1436170,1152164,2429256,1167538,55653,39372,11128,8716,40291,8848,359460,277415,342771,267665,281404,271362
48201,2017,Harris,4655798,3402669,3470848,1988166,1332177,1367349,944710,683483,888003,650198,697616,663310,3290215,2397472,1420589,1139750,2446200,1155443,56016,40042,11123,8768,40990,8899,364857,281672,347917,271776,286042,275847
48201,2018,Harris,4676913,3427971,3495133,2015120,1360137,1395159,956982,693741,898525,659306,707546,672109,3295880,2409012,1401671,1125288,2456864,1140212,56327,40696,11072,8749,41616,8887,367724,284522,350525,274491,289107,278766
48201,2019,Harris,4709243,3461436,3528180,2047487,1390205,1425530,967740,703193,907406,667676,717037,680468,3312270,2428017,1388818,1116123,2475733,1130680,57055,41207,10972,8691,42135,8823,372178,289019,354560,278741,293275,282679
48201,2020,Harris,4738253,3493243,3561038,2077130,1419726,1455681,979284,713467,917229,676676,727136,689255,3326152,2446106,1376122,1106768,2494817,1121790,58019,41821,10966,8713,42801,8843,374798,291849,356806,281360,296284,285469
53063,2010,Spokane,472102,362610,369071,21492,13228,13633,12057,7460,11205,7032,7691,7247,436112,338321,417937,326902,344150,332399,9394,6359,7637,5383,6537,5520,14539,10470,13831,10065,10693,10272
53063,2011,Spokane,473516,364667,370999,22292,13794,14195,12339,7661,11444,7221,7903,7443,436893,339849,418059,327911,345514,333249,9537,6457,7696,5452,6638,5593,14747,10700,14025,10289,10944,10519
53063,2012,Spokane,475605,367427,373638,23234,14556,14971,12559,7832,11671,7392,8086,7628,438515,342121,418839,329474,347703,334703,9686,6577,7745,5536,6728,5655,14845,10897,14116,10469,11121,10681
53063,2013,Spokane,478553,370210,376279,24071,15248,15650,12857,8107,11893,7620,8345,7845,440691,344291,420413,331047,349764,336185,9913,6694,7815,5604,6857,5728,15092,11118,14361,10691,11313,10871
53063,2014,Spokane,483148,374452,380550,25206,16090,16521,13278,8395,12276,7895,8647,8126,444155,347650,422932,333651,353093,338744,10035,6809,7801,5656,6995,5799,15680,11598,14933,11160,11815,11360
53063,2015,Spokane,488970,379369,385487,26380,16932,17349,13688,8700,12629,8164,8965,8413,448692,351518,426437,336791,356954,341877,10268,7065,7965,5851,7247,5999,16322,12086,15559,11631,12321,11849
53063,2016,Spokane,497163,386108,392347,27748,17947,18386,14301,9196,13185,8624,9443,8854,455515,357168,432077,341555,362737,346770,10390,7210,8010,5939,7404,6080,16957,12534,16143,12043,12763,12257
53063,2017,Spokane,505708,393211,399655,29355,19120,19647,14827,9591,13645,8989,9848,9223,462585,363178,437785,346515,368919,351812,10641,7382,8130,6053,7561,6190,17655,13060,16793,12534,13327,12783
53063,2018,Spokane,513502,400096,406516,30762,20286,20782,15378,10008,14119,9364,10288,9618,468933,368950,443031,351287,374646,356567,10996,7643,8291,6211,7817,6345,18195,13495,17299,12948,13765,13204
53063,2019,Spokane,522231,407723,414010,32373,21553,22026,15879,10452,14571,9758,10706,9992,476234,375419,449009,356669,380991,361847,11359,7900,8484,6377,8068,6500,18759,13952,17794,13366,14245,13645
53063,2020,Spokane,528225,413159,419609,33610,22576,23097,16601,10949,15196,10193,11229,10451,480745,379719,452476,360106,385420,365371,11544,8046,8614,6463,8232,6603,19335,14445,18329,13821,14728,14087
55079,2010,Milwaukee,948289,711985,725345,126590,77399,79650,267808,174313,257741,169129,179852,174465,633931,506050,522829,436936,513036,441994,10619,7080,6574,4777,7296,4905,35931,24542,34555,23744,25161,24331
55079,2011,Milwaukee,951376,715553,728708,128881,79021,81267,269686,176958,259489,171630,182363,176835,633850,505889,520702,435329,512821,440321,10831,7212,6632,4872,7393,4978,37009,25494,35672,24701,26131,25307
55079,2012,Milwaukee,954672,719085,731861,131765,80933,83230,270837,178902,260433,173415,184110,178414,634138,506122,518521,433819,512921,438629,11090,7317,6670,4939,7476,5026,38607,26744,37283,25979,27354,26562
55079,2013,Milwaukee,957557,722706,734925,134373,82772,85057,271619,180568,260978,174955,185392,179578,634176,506622,516385,432617,513242,437260,11305,7376,6665,4982,7543,5065,40457,28140,39156,27380,28748,27965
55079,2014,Milwaukee,958639,724286,736512,136518,84423,86750,272755,181944,261954,176225,186782,180871,632499,505783,512829,430216,512386,434779,11417,7393,6675,4998,7555,5090,41968,29166,40663,28424,29789,29022
55079,2015,Milwaukee,958606,725167,737247,138819,86095,88482,272890,182599,261915,176764,187424,181392,630397,504660,508772,427550,511136,431935,11567,7431,6647,5004,7616,5104,43752,30477,42453,29754,31071,30334
55079,2016,Milwaukee,955121,723691,735940,141211,87985,90546,272150,182904,261018,176966,187685,181519,626078,501716,502359,422839,508354,427257,11656,7480,6614,5037,7680,5149,45237,31591,43919,30864,32221,31469
55079,2017,Milwaukee,950843,721506,733900,143454,89916,92560,271601,183098,260353,177066,187932,181664,620821,498284,495146,417622,504973,422028,11759,7558,6595,5075,7746,5173,46662,32566,45295,31827,33249,32475
55079,2018,Milwaukee,947908,720294,732444,147396,93005,95759,271069,183229,259534,176995,187770,181333,617569,496391,488473,412908,503111,417207,11817,7524,6452,4994,7739,5104,47453,33150,46053,32392,33824,33041
55079,2019,Milwaukee,947011,721140,733059,148963,94856,97737,270977,183780,259258,177410,188302,181673,615250,495433,484851,410314,502000,414362,11867,7613,6445,5032,7775,5114,48917,34314,47494,33528,34982,34173
55079,2020,Milwaukee,945016,720958,732575,150736,97014,99790,270059,184139,258208,177593,188437,181655,613064,493921,481126,406884,500423,410966,11948,7673,6421,5020,7861,5118,49945,35225,48525,34447,35854,35046
