fips_state_county_code,year,site_name,pop_total_any_ethnicity,pop_adult_any_ethnicity,pop_total_any_ethnicity_17,pop_total_hispanic_any_race,pop_adult_hispanic_any_race,pop_adult_hispanic_17_any_race,pop_total_black_any_ethnicity,pop_adult_black_any_ethnicity,pop_total_black_non_hispanic,pop_adult_black_non_hispanic,pop_adult_black_17_any_ethnicity,pop_adult_black_17_non_hispanic,pop_total_white_any_ethnicity,pop_adult_white_any_ethnicity,pop_total_white_non_hispanic,pop_adult_white_non_hispanic,pop_adult_white_17_any_ethnicity,pop_adult_white_17_non_hispanic,pop_total_AIAN_any_ethnicity,pop_adult_AIAN_any_ethnicity,pop_total_AIAN_non_hispanic,pop_adult_AIAN_non_hispanic,pop_adult_AIAN_17_any_ethnicity,pop_adult_AIAN_17_non_hispanic,pop_total_API_any_ethnicity,pop_adult_API_any_ethnicity,pop_total_API_non_hispanic,pop_adult_API_non_hispanic,pop_adult_API_17_any_ethnicity,pop_adult_API_17_non_hispanic
36047,2013,New York City,2587759,1982369,2014127,502911,368735,376004,942024,718470,823301,635450,731655,646824,1299516,998663,948851,736791,1012832,746036,31148,22292,6935,5060,22787,5156,315071,242944,305761,236333,246853,240107
36047,2014,New York City,2601527,1995608,2026318,501939,369126,376020,938624,719524,819833,636387,732002,647212,1307277,1003210,957419,741058,1017165,750280,31017,22355,6994,5110,22823,5198,324609,250519,315342,243927,254328,247608
36047,2015,New York City,2608797,2003168,2033136,499523,368302,375025,932706,717962,814012,634977,730163,645484,1312092,1005678,964239,744101,1019323,753180,30751,22337,7050,5172,22779,5268,333248,257191,323973,250616,260871,254179
36047,2016,New York City,2608146,2005531,2034914,496338,367174,373813,923974,714718,805890,631946,726630,642163,1313148,1005376,967431,744585,1018985,753688,30532,22375,7120,5244,22778,5324,340492,263062,331367,256582,266521,259926
36047,2017,New York City,2594357,1998059,2027709,490907,364368,370989,913231,709964,796125,627586,721922,637858,1307983,1000774,966129,742006,1014474,751224,30015,22067,7098,5252,22482,5334,343128,265254,334098,258847,268831,262304
36047,2018,New York City,2580088,1991656,2020784,486466,362729,369228,901566,704468,785624,622542,715843,632251,1305764,999070,966675,741249,1012883,750669,29664,21894,7086,5231,22322,5321,343094,266224,334237,259905,269736,263315
36047,2019,New York City,2562329,1981359,2009445,481281,359846,366101,891630,698239,776809,616872,708970,625994,1298804,994693,963469,738938,1008327,748372,29430,21756,7080,5269,22179,5356,342465,266671,333690,260434,269969,263622
36047,2020,New York City,2538934,1965884,1993995,476368,356910,363091,880635,688979,767260,608532,699404,617378,1287277,988120,955158,734045,1001947,743709,29107,21469,6978,5222,21877,5306,341915,267316,333170,261175,270767,264511
36061,2010,New York City,1589041,1354097,1367179,405002,316734,322720,310231,245792,215921,174641,250205,177443,1061836,920311,778603,695404,927443,698631,22536,17118,3293,2676,17499,2715,194438,170876,186222,164642,172032,165670
36061,2011,New York City,1608717,1372040,1384899,411388,323871,329643,313355,249679,217451,176626,253952,179358,1072602,929563,784941,699853,936567,703080,22781,17403,3358,2720,17756,2750,199979,175395,191579,168970,176624,170068
36061,2012,New York City,1624573,1386487,1399060,417952,330991,336369,315252,251916,218038,177432,255837,179978,1081600,937465,789088,702513,944495,705968,23029,17706,3414,2772,18039,2798,204692,179400,196081,172779,180689,173947
36061,2013,New York City,1628379,1390279,1402100,420620,334394,339512,315784,252890,217480,177325,256521,179633,1083182,938780,789365,701915,945408,705142,23290,18051,3509,2839,18381,2871,206123,180558,197405,173806,181790,174942
36061,2014,New York City,1631733,1394123,1405887,422076,336922,341907,315006,252934,216657,177108,256541,179375,1083846,939619,788895,700871,946190,704205,23360,18265,3475,2802,18593,2834,209521,183305,200630,176420,184563,177566
36061,2015,New York City,1637327,1399235,1410586,424152,339365,344016,315556,254011,216384,177257,257379,179410,1084117,939372,787999,699350,945836,702735,23550,18545,3518,2834,18834,2871,214104,187307,205274,180429,188537,181554
36061,2016,New York City,1636721,1400145,1411597,423447,339909,344490,314453,253713,215042,176609,257081,178751,1081773,937869,786525,697719,944343,701212,23379,18521,3452,2812,18818,2843,217116,190042,208255,183096,191355,184301
36061,2017,New York City,1632337,1397893,1409366,420683,338777,343375,312201,252567,213435,175690,255905,177789,1077749,934916,784587,695666,941468,699230,23275,18497,3490,2848,18797,2878,219112,191913,210142,184912,193196,186094
36061,2018,New York City,1632393,1398755,1410024,419123,338656,343137,311117,252045,212634,175132,255330,177257,1077969,935308,786118,696350,941785,699838,23235,18569,3481,2855,18836,2876,220072,192833,211037,185762,194073,186916
36061,2019,New York City,1632326,1400239,1411271,416125,336973,341177,309469,251430,211875,175073,254676,177160,1077736,935939,787864,697905,942238,701488,23102,18382,3446,2837,18644,2858,222019,194488,213016,187451,195713,188588
36061,2020,New York City,1611989,1381874,1393144,412835,334016,338346,307592,249820,210540,174039,252929,176008,1060585,920838,773333,684951,927519,688791,22957,18159,3371,2775,18445,2804,220855,193057,211910,186093,194251,187195
36081,2010,New York City,2234574,1771846,1799784,615539,460563,469507,486316,370464,421980,324355,378308,331083,1149303,927078,635780,539645,939726,545079,35222,25068,10557,7050,25619,7219,563733,449236,550718,440233,456131,446896
36081,2011,New York City,2255261,1789628,1817330,623926,467518,476485,490774,376063,425169,328778,383758,335378,1151941,927599,631797,534745,940150,540000,35702,25440,10706,7212,25991,7402,576844,460526,563663,451375,467431,458065
36081,2012,New York City,2271920,1805082,1831957,630984,473530,482210,492311,379731,425511,331456,387114,337792,1153365,928616,628590,531114,940710,536165,36698,25671,10747,7321,26243,7518,589546,471064,576088,461661,477890,468272
36081,2013,New York City,2286788,1818603,1844533,636443,478560,487069,495174,384480,427345,335306,391440,341194,1153022,927344,624294,526086,939144,530984,36981,26007,10868,7506,26516,7690,601611,480772,587838,471145,487433,477596
36081,2014,New York City,2298234,1830015,1855315,639195,482103,490471,495556,386751,427168,336992,393398,342592,1151148,925786,620597,521969,937367,526754,37220,26351,11049,7695,26883,7881,614310,491127,600225,481256,497667,487617
36081,2015,New York City,2305252,1836219,1861050,640483,483775,491897,496237,388662,427122,338310,395217,343888,1145634,920650,614714,516046,931950,520707,37241,26586,11125,7800,27088,7981,626140,500321,611808,490288,506795,496577
36081,2016,New York City,2306249,1837736,1862333,639615,483848,491927,495311,389300,425948,338775,395691,344187,1137561,913505,607961,509218,924886,514027,37343,26795,11259,7954,27309,8150,636034,508136,621466,497941,514447,504042
36081,2017,New York City,2295226,1830826,1855605,636552,482555,490672,492965,388997,423112,338157,395360,343546,1124442,903375,598272,500702,914784,505534,37105,26831,11217,8004,27389,8201,640714,511623,626073,501408,518072,507652
36081,2018,New York City,2275286,1816864,1840890,632353,480314,488178,488907,387122,418638,336150,393146,341289,1108953,891147,587235,490858,902281,495523,36866,26878,11190,8085,27387,8270,640560,511717,625870,501457,518076,507630
36081,2019,New York City,2253942,1802437,1825849,627920,477434,485280,484972,384671,414516,333728,390410,338595,1093330,878909,575909,481168,889890,485751,36429,26622,11095,8102,27197,8298,639211,512235,624502,502005,518352,507925
36081,2020,New York City,2225821,1781804,1805124,621931,473437,481295,480319,380928,409621,329982,386429,334579,1074056,863635,562544,469635,874626,474225,36025,26417,10859,8022,26942,8209,635421,510824,620866,500728,517127,506816
36085,2010,New York City,469607,360495,367351,81403,54936,56428,56809,39274,46704,33003,40383,33899,371396,289742,304041,243553,294879,247488,3447,2256,929,666,2319,677,37955,29223,36530,28337,29770,28859
36085,2011,New York City,471014,362699,369334,81905,55625,57073,57523,39904,47300,33594,40989,34468,371453,290729,303753,243939,295656,247713,3446,2278,944,673,2350,684,38592,29788,37112,28868,30339,29396
36085,2012,New York City,470597,363516,370020,82334,56200,57602,57054,39742,46793,33383,40853,34277,371164,291258,303063,243957,296020,247616,3371,2239,935,665,2303,677,39008,30277,37472,29311,30844,29848
36085,2013,New York City,471783,365538,371926,83507,57313,58695,57585,40523,47020,33926,41551,34752,371361,292015,302449,243898,296734,247516,3397,2273,933,669,2339,684,39440,30727,37874,29732,31302,30279
36085,2014,New York City,471899,366793,373049,84286,58100,59478,57945,41078,47100,34315,42065,35105,370189,291810,300801,243098,296457,246633,3412,2304,941,680,2363,696,40353,31601,38771,30600,32164,31137
36085,2015,New York City,472301,367791,374096,85385,59109,60534,58152,41385,47087,34471,42414,35289,369318,291567,299139,242049,296194,245535,3482,2361,937,686,2417,704,41349,32478,39753,31476,33071,32034
36085,2016,New York City,474160,369547,375749,86571,60081,61575,58862,41958,47535,34863,42922,35610,368385,291056,297420,240838,295678,244255,3604,2430,953,702,2487,716,43309,34103,41681,33063,34662,33593
36085,2017,New York City,475819,371359,377703,87473,61148,62670,58944,42175,47385,34901,43171,35688,366590,290088,295023,239056,294773,242528,3624,2463,930,692,2544,707,46661,36633,45008,35562,37215,36110
36085,2018,New York City,476531,372415,378523,87899,61815,63205,58786,42279,46997,34841,43223,35574,363218,287890,291505,236423,292361,239800,3626,2511,924,688,2579,701,50901,39735,49206,38648,40360,39243
36085,2019,New York City,476141,372589,378745,87967,62219,63660,58735,42420,46861,34846,43338,35554,358917,284873,287321,233214,289394,236579,3730,2595,917,693,2652,703,54759,42701,53075,41617,43361,42249
36085,2020,New York City,475327,372362,378522,88753,63075,64482,58877,42636,46821,34892,43527,35594,354562,281819,282551,229603,286340,232978,3837,2670,922,703,2730,718,58051,45237,56280,44089,45925,44750
37021,2010,Buncombe,238743,189955,192810,14272,8927,9139,16719,11894,16212,11597,12183,11877,217440,174760,204334,166551,177257,168859,1389,1047,919,742,1068,754,3195,2254,3006,2138,2302,2181
37021,2011,Buncombe,241226,192531,195347,14716,9149,9347,16877,12094,16337,11785,12385,12068,219649,177030,206141,168615,179492,170899,1375,1036,913,737,1056,747,3325,2371,3119,2245,2414,2286
37021,2012,Buncombe,243761,195068,197861,14886,9209,9430,17195,12314,16618,12004,12614,12295,221603,179176,208005,170705,181600,172925,1412,1054,915,744,1069,754,3551,2524,3337,2406,2578,2457
37021,2013,Buncombe,246952,198291,201027,15349,9500,9715,17293,12474,16686,12148,12738,12406,224393,181988,210350,173224,184363,175404,1444,1078,961,785,1103,800,3822,2751,3606,2634,2823,2702
37021,2014,Buncombe,249265,200905,203532,15758,9711,9942,17543,12713,16872,12370,12977,12627,226301,184193,211972,175271,186476,177339,1462,1098,952,783,1114,795,3959,2901,3711,2770,2965,2829
37021,2015,Buncombe,252160,203656,206384,16051,9845,10094,17621,12851,16934,12514,13095,12751,228988,186711,214413,177647,189113,179818,1500,1111,972,795,1129,806,4051,2983,3790,2855,3047,2915
37021,2016,Buncombe,255222,206749,209625,16463,10150,10424,17764,12970,17017,12623,13233,12875,231847,189592,216929,180234,192125,182515,1497,1103,962,791,1124,803,4114,3084,3851,2951,3143,3008
37021,2017,Buncombe,257408,209066,211901,16848,10460,10769,17840,12986,17030,12619,13250,12872,233729,191672,218497,182023,194170,184236,1515,1130,983,823,1146,831,4324,3278,4050,3141,3335,3193
37021,2018,Buncombe,259726,211730,214605,17352,10917,11258,17897,13139,17086,12760,13391,13003,235842,194061,220152,183992,196605,186222,1547,1145,997,833,1167,843,4440,3385,4139,3228,3442,3279
37021,2019,Buncombe,262049,214455,217210,17956,11446,11765,18039,13311,17218,12925,13574,13180,237850,196438,221636,185890,198856,188016,1593,1181,1003,842,1204,849,4567,3525,4236,3352,3576,3400
37021,2020,Buncombe,263477,215992,218780,18364,11759,12080,17988,13332,17161,12943,13583,13184,239094,197744,222475,186889,200203,189047,1641,1224,1053,892,1238,898,4754,3692,4424,3509,3756,3571
37119,2010,Mecklenburg,923292,689477,701787,112400,72813,74470,298407,210925,287149,204042,216197,209126,569782,438427,474943,376437,444772,381413,7975,5473,3468,2650,5588,2695,47128,34652,45332,33535,35230,34083
37119,2011,Mecklenburg,944015,706279,718524,114866,74053,75694,307469,218650,295730,211558,223840,216561,578364,445396,481703,382340,451759,387341,8158,5544,3534,2698,5654,2746,50024,36689,48182,35630,37271,36182
37119,2012,Mecklenburg,967418,726008,738280,118524,76087,77789,317239,226929,304518,219495,231968,224335,588386,454279,489195,389446,460775,394549,8329,5545,3603,2738,5667,2786,53464,39255,51578,38242,39870,38821
37119,2013,Mecklenburg,991182,745626,757775,122045,78026,79793,328194,236053,314825,228367,240911,233028,597087,461880,495229,395363,468416,400433,8536,5612,3679,2796,5741,2841,57365,42081,55404,41074,42707,41680
37119,2014,Mecklenburg,1010878,762086,774767,125545,79979,81778,336559,243058,322448,235080,248218,240031,604305,468475,500014,400356,475250,405629,8829,5778,3735,2844,5881,2879,61185,44775,59136,43827,45418,44450
37119,2015,Mecklenburg,1034049,781700,794820,130688,83019,85124,345740,251025,330913,242777,256318,247826,614663,477700,506290,406816,484702,412094,9177,5891,3816,2903,6043,2953,64469,47084,62342,46185,47757,46823
37119,2016,Mecklenburg,1058056,802604,816099,136462,86655,88851,355004,259277,339212,250627,264751,255837,625419,487423,512621,413468,494614,418834,9567,6131,3885,2966,6263,3017,68066,49773,65876,48888,50471,49560
37119,2017,Mecklenburg,1079656,821898,835899,141915,90323,92716,363712,267231,347027,258105,272894,263504,634128,495821,517201,418825,503253,424261,9874,6300,3905,2996,6454,3049,71942,52546,69608,51649,53298,52369
37119,2018,Mecklenburg,1095911,837728,851996,147156,94154,96717,370899,274242,353358,264676,279784,269961,640803,502927,519762,422667,510719,428298,10089,6491,3936,3054,6647,3108,74120,54068,71699,53177,54846,53912
37119,2019,Mecklenburg,1113283,854692,868578,151922,97588,100220,377959,280943,359502,270935,286235,275970,648596,511122,524122,428106,518715,433482,10415,6714,3933,3078,6878,3133,76313,55913,73804,54985,56750,55773
37119,2020,Mecklenburg,1128945,870259,884216,156095,101004,103668,383886,286797,364936,276462,291953,281327,655539,518272,527609,432387,526063,437956,10621,6861,3881,3040,7025,3092,78899,58329,76424,57366,59175,58173
39095,2010,Lucas,441447,335743,342229,27101,15955,16498,90817,61595,87710,60180,63402,61917,340456,266503,317755,252789,271055,256891,2298,1651,1360,1048,1692,1072,7876,5994,7521,5771,6080,5851
39095,2011,Lucas,439409,335554,341859,27762,16483,17035,91003,62155,87803,60705,63900,62380,338086,265611,314861,251435,270039,255407,2313,1683,1347,1051,1724,1072,8007,6105,7636,5880,6196,5965
39095,2012,Lucas,436846,334599,340639,28182,16892,17439,90988,62565,87685,61055,64169,62593,335499,264232,311962,249727,268519,253561,2269,1650,1313,1018,1688,1038,8090,6152,7704,5907,6263,6008
39095,2013,Lucas,436269,334716,340490,28826,17439,17984,91416,62950,88005,61383,64530,62895,334132,263664,310072,248687,267698,252272,2309,1706,1328,1047,1745,1067,8412,6396,8038,6160,6517,6272
39095,2014,Lucas,434736,333744,339267,29302,17851,18351,91790,63209,88336,61614,64677,63015,332104,262333,307630,246982,266233,250478,2302,1721,1339,1066,1761,1084,8540,6481,8129,6231,6596,6339
39095,2015,Lucas,433826,333025,338742,29946,18221,18770,92541,63637,88927,61984,65135,63401,330384,261154,305462,245513,265212,249126,2309,1735,1313,1052,1769,1067,8592,6499,8178,6255,6626,6378
39095,2016,Lucas,433113,332902,338447,30455,18725,19282,93309,64296,89641,62594,65756,63972,328859,260293,303503,244231,264247,247735,2348,1777,1313,1054,1803,1062,8597,6536,8201,6298,6641,6396
39095,2017,Lucas,431312,331590,337277,31128,19202,19799,93556,64307,89763,62544,65792,63953,326760,258933,300894,242476,262985,246032,2354,1779,1313,1059,1811,1070,8642,6571,8214,6309,6689,6423
39095,2018,Lucas,429990,331255,336787,31713,19744,20314,94371,64856,90417,63006,66368,64429,324598,258019,298337,241126,261897,244550,2377,1804,1307,1060,1840,1074,8644,6576,8216,6319,6682,6420
39095,2019,Lucas,428888,330441,335859,32266,20235,20801,94542,64923,90479,62987,66408,64383,323272,257101,296598,239822,260883,243146,2391,1809,1306,1056,1836,1072,8683,6608,8239,6341,6732,6457
39095,2020,Lucas,428294,330365,335759,32843,20783,21363,95090,65447,90884,63400,66897,64761,322077,256444,295025,238766,260216,242068,2433,1842,1326,1070,1874,1088,8694,6632,8216,6346,6772,6479
41051,2010,Multnomah,737320,586410,594318,80365,50086,51411,50354,34290,46363,31935,35209,32782,614449,497927,546601,455417,503934,460311,13917,9688,7301,5676,9897,5768,58600,44505,56690,43296,45278,44046
41051,2011,Multnomah,749926,597680,605470,81834,51545,52883,51125,35070,46948,32573,35947,33371,623404,505924,554213,462086,511764,466813,13875,9731,7332,5734,9928,5817,61522,46955,59599,45742,47831,46586
41051,2012,Multnomah,760505,607564,615365,82981,52825,54188,51910,35808,47835,33340,36695,34121,630917,512823,560484,467765,518688,472511,13964,9889,7431,5844,10085,5937,63714,49044,61774,47790,49897,48608
41051,2013,Multnomah,766977,614045,621779,84530,54256,55657,52343,36177,48200,33624,37004,34372,635450,517316,563590,470982,523164,475669,14021,10015,7471,5943,10241,6045,65163,50537,63186,49240,51370,50036
41051,2014,Multnomah,779002,624463,632334,86424,55947,57416,53839,37231,49624,34592,38061,35338,643174,524224,569651,476411,530195,481159,14139,10171,7487,6011,10392,6106,67850,52837,65816,51502,53686,52315
41051,2015,Multnomah,790723,635477,643199,88561,58159,59619,54971,38070,50657,35310,38968,36120,651427,532063,575945,482290,537840,486843,14297,10380,7583,6114,10565,6185,70028,54964,67977,53604,55826,54432
41051,2016,Multnomah,803630,648309,656229,91344,60971,62521,56232,39189,51798,36304,40092,37118,659698,540631,581767,488349,546536,492956,14416,10486,7604,6129,10695,6211,73284,58003,71117,56556,58906,57423
41051,2017,Multnomah,808192,654459,662685,93618,63293,64949,56948,40022,52433,37042,40946,37880,661400,543648,581404,489312,549701,493962,14452,10622,7585,6160,10846,6239,75392,60167,73152,58652,61192,59655
41051,2018,Multnomah,809448,658122,666280,95125,65258,66890,57645,40795,53101,37759,41645,38528,660709,544921,579408,488842,551005,493542,14518,10743,7535,6155,10958,6239,76576,61663,74279,60108,62672,61081
41051,2019,Multnomah,812439,663407,671247,97513,67785,69406,58405,41727,53701,38556,42553,39297,661839,547965,578664,489763,553889,494297,14670,10905,7470,6129,11100,6204,77525,62810,75091,61174,63705,62043
41051,2020,Multnomah,815637,668469,676524,99563,70147,71877,58851,42377,54029,39098,43222,39858,663409,550984,578373,490620,556973,495173,14758,10997,7488,6147,11243,6217,78619,64111,76184,62457,65086,63399
42003,2010,Allegheny,1223973,982852,998294,19200,13234,13520,170750,120528,167832,118788,123834,122045,1013881,831626,998431,820677,843381,832206,2360,1755,1882,1452,1789,1479,36982,28943,36628,28701,29290,29044
42003,2011,Allegheny,1228437,988901,1003988,20247,13995,14253,171493,121796,168540,120047,124982,123190,1015191,834756,998828,823099,846209,834351,2425,1794,1877,1465,1830,1492,39328,30555,38945,30295,30967,30702
42003,2012,Allegheny,1231129,993387,1008051,21264,14736,15012,172313,123036,169272,121265,126026,124207,1014940,836506,997690,824155,847701,835137,2440,1816,1886,1480,1846,1500,41436,32029,41017,31751,32478,32195
42003,2013,Allegheny,1233999,997699,1011834,22267,15500,15815,173478,124365,170338,122532,127223,125337,1014306,837826,996186,824781,848600,835313,2459,1802,1907,1481,1837,1502,43756,33706,43301,33405,34174,33867
42003,2014,Allegheny,1233417,998680,1012557,23236,16231,16542,173648,124843,170400,122938,127637,125673,1011426,836804,992493,823144,847346,833454,2461,1818,1895,1481,1850,1503,45882,35215,45393,34886,35724,35385
42003,2015,Allegheny,1229342,996265,1010044,24153,16942,17246,173726,125163,170367,123178,127983,125943,1006067,833125,986366,818861,843509,829007,2527,1876,1939,1527,1902,1547,47022,36101,46517,35757,36650,36301
42003,2016,Allegheny,1226893,995373,1008933,24862,17500,17851,174112,125784,170712,123776,128499,126424,1001534,830289,981214,815501,840534,825482,2529,1865,1921,1505,1902,1526,48718,37435,48184,37091,37998,37650
42003,2017,Allegheny,1220423,990694,1004508,25673,18169,18487,173252,124942,169734,122872,127770,125644,994223,825290,973311,809956,835644,820060,2562,1902,1903,1508,1940,1536,50386,38560,49802,38189,39154,38781
42003,2018,Allegheny,1217508,989814,1003094,26665,18926,19302,173713,125540,170031,123387,128217,125989,989302,822602,967597,806606,832527,816249,2466,1832,1823,1450,1865,1472,52027,39840,51392,39445,40485,40082
42003,2019,Allegheny,1215716,988918,1001713,27601,19706,20074,173833,125923,170061,123691,128509,126210,985626,819912,963094,803241,829475,812531,2454,1848,1812,1453,1883,1475,53803,41235,53148,40827,41846,41423
42003,2020,Allegheny,1211358,985716,998520,28237,20301,20686,173833,126378,169970,124063,128948,126558,979939,815278,956944,798184,824855,807475,2517,1905,1830,1476,1943,1498,55069,42155,54377,41692,42774,42303
42101,2010,Philadelphia,1528303,1184519,1205668,189175,125129,128586,700359,505947,660488,482124,518406,493797,707679,585068,572771,492949,592218,497714,15144,10267,5068,3861,10550,3939,105121,83237,100801,80456,84494,81632
42101,2011,Philadelphia,1540615,1195847,1216275,196212,129916,133408,706802,512527,664373,487642,524375,498717,709491,586664,570572,491097,593654,495640,15401,10483,5076,3902,10757,3970,108921,86173,104382,83290,87489,84540
42101,2012,Philadelphia,1552087,1206751,1226382,203317,134986,138431,711891,517961,667002,492031,529164,502470,712681,589579,569601,490275,596417,494689,15630,10703,5041,3872,10945,3936,111885,88508,107126,85587,89856,86856
42101,2013,Philadelphia,1558713,1213550,1232067,209085,138825,142253,715127,521854,668132,495131,532200,504718,712307,589593,566141,487485,596134,491642,16053,10957,5099,3919,11232,3988,115226,91146,110256,88190,92501,89466
42101,2014,Philadelphia,1565949,1219269,1237470,215761,143426,146874,717407,524251,668479,496648,534459,506044,713860,590292,563446,484633,596692,488653,16352,11114,5114,3920,11360,3983,118330,93612,113149,90642,94959,91916
42101,2015,Philadelphia,1571679,1223773,1241670,221534,147542,150990,719402,526512,668911,498085,536564,507296,714518,590257,560543,481639,596573,485602,16742,11380,5103,3899,11624,3954,121017,95624,115588,92608,96909,93828
42101,2016,Philadelphia,1576604,1229409,1247391,227128,151598,155112,719726,528178,667536,498717,538211,507884,716198,591785,558816,480359,598182,484375,16965,11535,5098,3906,11801,3980,123715,97911,118026,94829,99197,96040
42101,2017,Philadelphia,1581699,1235333,1253410,233437,155915,159573,719464,529273,665220,498665,539381,507882,718314,594123,557119,479679,600444,483517,17243,11734,5075,3919,12009,3977,126678,100203,120848,97155,101576,98461
42101,2018,Philadelphia,1586422,1241442,1258966,240764,161152,164821,719363,530921,663015,499055,540623,507867,720078,596050,554382,477930,602194,481571,17605,11979,5026,3889,12259,3955,129376,102492,123235,99416,103890,100752
42101,2019,Philadelphia,1584439,1242369,1259139,243381,163366,166987,716313,530536,659129,497991,539753,506296,719505,596004,552449,476518,601938,480050,17767,12093,4963,3878,12388,3941,130854,103736,124517,100616,105060,101865
42101,2020,Philadelphia,1578487,1239735,1256731,245847,165607,169381,710906,528426,653256,495291,537814,503722,717878,594433,549082,473498,600351,476897,17941,12231,4891,3869,12518,3931,131762,104645,125411,101470,106048,102800
45019,2010,Charleston,350998,278309,282210,18789,12965,13155,106942,78300,105297,77253,80055,78983,236465,194129,220530,183039,196196,184953,1796,1328,962,755,1344,764,5795,4552,5420,4297,4615,4355
45019,2011,Charleston,357461,283882,287700,18484,12525,12719,108128,79647,106471,78642,81235,80203,241447,198129,225854,187435,200279,189427,1804,1318,947,757,1334,766,6082,4788,5705,4523,4852,4585
45019,2012,Charleston,364913,290601,294233,18518,12434,12624,109434,81027,107666,79959,82438,81346,247307,203212,231761,192635,205357,194626,1813,1326,983,791,1347,804,6359,5036,5985,4782,5091,4833
45019,2013,Charleston,372065,296751,300384,18456,12373,12569,110663,82244,108919,81167,83616,82523,253030,208010,237478,197458,210192,199475,1790,1315,1003,816,1339,828,6582,5182,6209,4937,5237,4989
45019,2014,Charleston,380239,303631,307318,18911,12599,12826,111348,82978,109582,81906,84389,83292,260123,213814,244095,202991,216024,205006,1750,1287,1007,820,1301,830,7018,5552,6644,5315,5604,5364
45019,2015,Charleston,389885,311700,315511,19457,12849,13082,111869,83572,110051,82487,84924,83815,268800,220930,252281,209846,223305,212026,1821,1332,1072,886,1355,899,7395,5866,7024,5632,5927,5689
45019,2016,Charleston,397433,318240,322177,20006,13206,13465,112369,84221,110516,83129,85612,84490,275480,226535,258439,215091,229002,217341,1806,1315,1055,876,1336,889,7778,6169,7417,5938,6227,5992
45019,2017,Charleston,402725,323003,327043,20580,13610,13883,112104,84398,110144,83246,85859,84679,280652,230810,263197,219034,233299,221289,1836,1345,1064,897,1359,906,8133,6450,7740,6216,6526,6286
45019,2018,Charleston,406959,327072,331097,20869,13801,14060,111442,84213,109478,83083,85593,84439,285204,234725,267461,222737,237250,225046,1850,1357,1082,916,1379,924,8463,6777,8069,6535,6875,6628
45019,2019,Charleston,412615,332363,336450,21831,14456,14782,111149,84331,109104,83180,85722,84541,290654,239445,272036,226814,242020,229111,1855,1354,1072,915,1378,927,8957,7233,8572,6998,7330,7089
45019,2020,Charleston,417981,337511,341567,22395,14859,15186,110379,84241,108271,83026,85534,84289,296448,244338,277339,231376,246986,233744,1919,1400,1118,960,1424,969,9235,7532,8858,7290,7623,7379
46099,2010,Minnehaha,169964,127185,129483,7031,4088,4223,7628,4172,7436,4064,4324,4215,154412,117971,148363,114380,119987,116275,4880,3036,4307,2779,3118,2852,3044,2006,2827,1874,2054,1918
46099,2011,Minnehaha,171482,128353,130699,7306,4267,4398,7781,4321,7594,4216,4467,4358,155561,118918,149273,115140,120975,117079,5027,3058,4415,2809,3140,2886,3113,2056,2894,1921,2117,1978
46099,2012,Minnehaha,174825,130942,133231,7712,4527,4669,8658,4878,8471,4767,5031,4916,157428,120644,150850,116598,122610,118441,5226,3064,4496,2824,3147,2897,3513,2356,3296,2226,2443,2308
46099,2013,Minnehaha,178062,133396,135695,8074,4671,4811,9165,5236,8963,5115,5394,5270,159761,122567,152960,118378,124547,120234,5442,3085,4593,2862,3183,2952,3694,2508,3472,2370,2571,2428
46099,2014,Minnehaha,180925,135450,137719,8520,4863,4995,9758,5544,9547,5427,5700,5580,161651,124123,154533,119738,126058,121561,5579,3104,4614,2877,3199,2962,3937,2679,3711,2545,2762,2621
46099,2015,Minnehaha,183563,137225,139462,8666,4967,5118,10515,5933,10287,5813,6095,5971,163250,125311,155977,120828,127200,122584,5622,3125,4689,2900,3227,2993,4176,2856,3944,2717,2940,2796
46099,2016,Minnehaha,186562,139257,141600,9155,5295,5442,11762,6735,11533,6613,6907,6784,164522,126170,156863,121389,128147,123234,5715,3173,4697,2934,3279,3028,4563,3179,4314,3026,3267,3112
46099,2017,Minnehaha,189786,141665,144142,9827,5709,5885,12770,7380,12530,7257,7559,7431,166264,127591,158048,122436,129669,124356,5886,3235,4766,2970,3343,3069,4866,3459,4615,3293,3571,3401
46099,2018,Minnehaha,191250,142880,145291,10035,5868,6030,13192,7621,12950,7496,7813,7684,167227,128490,158839,123169,130510,125052,6001,3274,4843,3017,3384,3108,4830,3495,4583,3330,3584,3417
46099,2019,Minnehaha,194153,145212,147584,10319,6127,6301,13827,8055,13567,7913,8251,8108,169311,130178,160602,124617,132162,126446,6080,3355,4989,3103,3459,3193,4935,3624,4676,3452,3712,3536
46099,2020,Minnehaha,196659,147109,149593,10625,6345,6561,14428,8478,14157,8338,8685,8543,170962,131358,161969,125595,133431,127484,6183,3482,5086,3220,3596,3309,5086,3791,4822,3611,3881,3696
46103,2010,Pennington,101253,76405,77761,4131,2269,2342,1636,982,1531,932,1008,958,87077,67743,84290,66120,68832,67163,11178,6659,9990,6097,6879,6291,1362,1021,1311,987,1042,1007
46103,2011,Pennington,102443,77428,78733,4324,2358,2441,1793,1095,1682,1043,1124,1072,88079,68650,85191,66934,69720,67947,11192,6641,9917,6082,6831,6247,1379,1042,1329,1011,1058,1026
