fips_state_county_code,year,site_name,pop_total_any_ethnicity,pop_adult_any_ethnicity,pop_total_any_ethnicity_17,pop_total_hispanic_any_race,pop_adult_hispanic_any_race,pop_adult_hispanic_17_any_race,pop_total_black_any_ethnicity,pop_adult_black_any_ethnicity,pop_adult_male_black_any_ethnicity,pop_adult_female_black_any_ethnicity,pop_total_black_non_hispanic,pop_adult_black_non_hispanic,pop_adult_male_black_non_hispanic,pop_adult_female_black_non_hispanic,pop_adult_black_17_any_ethnicity,pop_adult_black_17_non_hispanic,pop_total_white_any_ethnicity,pop_adult_white_any_ethnicity,pop_adult_male_white_any_ethnicity,pop_adult_female_white_any_ethnicity,pop_total_white_non_hispanic,pop_adult_white_non_hispanic,pop_adult_male_white_non_hispanic,pop_adult_female_white_non_hispanic,pop_adult_white_17_any_ethnicity,pop_adult_white_17_non_hispanic,pop_total_AIAN_any_ethnicity,pop_adult_AIAN_any_ethnicity,pop_adult_male_AIAN_any_ethnicity,pop_adult_female_AIAN_any_ethnicity,pop_total_AIAN_non_hispanic,pop_adult_AIAN_non_hispanic,pop_adult_male_AIAN_non_hispanic,pop_adult_female_AIAN_non_hispanic,pop_adult_AIAN_17_any_ethnicity,pop_adult_AIAN_17_non_hispanic,pop_total_API_any_ethnicity,pop_adult_API_any_ethnicity,pop_adult_male_API_any_ethnicity,pop_adult_female_API_any_ethnicity,pop_total_API_non_hispanic,pop_adult_API_non_hispanic,pop_adult_male_API_non_hispanic,pop_adult_female_API_non_hispanic,pop_adult_API_17_any_ethnicity,pop_adult_API_17_non_hispanic
36081,2018,New York City,2275286,1816864,1840890,632353,480314,488178,488907,387122,173545,213577,418638,336150,149283,186867,393146,341289,1108953,891147,439211,451936,587235,490858,239542,251316,902281,495523,36866,26878,14066,12812,11190,8085,3873,4212,27387,8270,640560,511717,242663,269054,625870,501457,237632,263825,518076,507630
36081,2019,New York City,2253942,1802437,1825849,627920,477434,485280,484972,384671,173009,211662,414516,333728,148761,184967,390410,338595,1093330,878909,433378,445531,575909,481168,235257,245911,889890,485751,36429,26622,13876,12746,11095,8102,3881,4221,27197,8298,639211,512235,242746,269489,624502,502005,237748,264257,518352,507925
36081,2020,New York City,2225821,1781804,1805124,621931,473437,481295,480319,380928,171554,209374,409621,329982,147266,182716,386429,334579,1074056,863635,426257,437378,562544,469635,230021,239614,874626,474225,36025,26417,13687,12730,10859,8022,3835,4187,26942,8209,635421,510824,241733,269091,620866,500728,236837,263891,517127,506816
36085,2010,New York City,469607,360495,367351,81403,54936,56428,56809,39274,17762,21512,46704,33003,14938,18065,40383,33899,371396,289742,138885,150857,304041,243553,116059,127494,294879,247488,3447,2256,1132,1124,929,666,309,357,2319,677,37955,29223,14010,15213,36530,28337,13562,14775,29770,28859
36085,2011,New York City,471014,362699,369334,81905,55625,57073,57523,39904,17980,21924,47300,33594,15173,18421,40989,34468,371453,290729,139232,151497,303753,243939,116218,127721,295656,247713,3446,2278,1136,1142,944,673,305,368,2350,684,38592,29788,14203,15585,37112,28868,13750,15118,30339,29396
36085,2012,New York City,470597,363516,370020,82334,56200,57602,57054,39742,17665,22077,46793,33383,14847,18536,40853,34277,371164,291258,139432,151826,303063,243957,116246,127711,296020,247616,3371,2239,1130,1109,935,665,313,352,2303,677,39008,30277,14415,15862,37472,29311,13934,15377,30844,29848
36085,2013,New York City,471783,365538,371926,83507,57313,58695,57585,40523,18147,22376,47020,33926,15226,18700,41551,34752,371361,292015,139820,152195,302449,243898,116305,127593,296734,247516,3397,2273,1145,1128,933,669,321,348,2339,684,39440,30727,14595,16132,37874,29732,14100,15632,31302,30279
36085,2014,New York City,471899,366793,373049,84286,58100,59478,57945,41078,18459,22619,47100,34315,15433,18882,42065,35105,370189,291810,139692,152118,300801,243098,115935,127163,296457,246633,3412,2304,1151,1153,941,680,319,361,2363,696,40353,31601,15015,16586,38771,30600,14516,16084,32164,31137
36085,2015,New York City,472301,367791,374096,85385,59109,60534,58152,41385,18634,22751,47087,34471,15552,18919,42414,35289,369318,291567,139679,151888,299139,242049,115551,126498,296194,245535,3482,2361,1157,1204,937,686,316,370,2417,704,41349,32478,15442,17036,39753,31476,14941,16535,33071,32034
36085,2016,New York City,474160,369547,375749,86571,60081,61575,58862,41958,18949,23009,47535,34863,15769,19094,42922,35610,368385,291056,139574,151482,297420,240838,114989,125849,295678,244255,3604,2430,1184,1246,953,702,332,370,2487,716,43309,34103,16215,17888,41681,33063,15687,17376,34662,33593
36085,2017,New York City,475819,371359,377703,87473,61148,62670,58944,42175,19058,23117,47385,34901,15806,19095,43171,35688,366590,290088,139311,150777,295023,239056,114331,124725,294773,242528,3624,2463,1213,1250,930,692,334,358,2544,707,46661,36633,17436,19197,45008,35562,16891,18671,37215,36110
36085,2018,New York City,476531,372415,378523,87899,61815,63205,58786,42279,19093,23186,46997,34841,15774,19067,43223,35574,363218,287890,138442,149448,291505,236423,113228,123195,292361,239800,3626,2511,1239,1272,924,688,331,357,2579,701,50901,39735,18924,20811,49206,38648,18379,20269,40360,39243
36085,2019,New York City,476141,372589,378745,87967,62219,63660,58735,42420,19313,23107,46861,34846,15908,18938,43338,35554,358917,284873,137106,147767,287321,233214,111841,121373,289394,236579,3730,2595,1289,1306,917,693,333,360,2652,703,54759,42701,20425,22276,53075,41617,19871,21746,43361,42249
36085,2020,New York City,475327,372362,378522,88753,63075,64482,58877,42636,19425,23211,46821,34892,15918,18974,43527,35594,354562,281819,135696,146123,282551,229603,110160,119443,286340,232978,3837,2670,1328,1342,922,703,344,359,2730,718,58051,45237,21612,23625,56280,44089,21029,23060,45925,44750
37021,2010,Buncombe,238743,189955,192810,14272,8927,9139,16719,11894,5658,6236,16212,11597,5501,6096,12183,11877,217440,174760,82602,92158,204334,166551,78087,88464,177257,168859,1389,1047,542,505,919,742,369,373,1068,754,3195,2254,1023,1231,3006,2138,965,1173,2302,2181
37021,2011,Buncombe,241226,192531,195347,14716,9149,9347,16877,12094,5753,6341,16337,11785,5594,6191,12385,12068,219649,177030,83699,93331,206141,168615,79083,89532,179492,170899,1375,1036,537,499,913,737,365,372,1056,747,3325,2371,1049,1322,3119,2245,985,1260,2414,2286
37021,2012,Buncombe,243761,195068,197861,14886,9209,9430,17195,12314,5902,6412,16618,12004,5745,6259,12614,12295,221603,179176,84627,94549,208005,170705,80039,90666,181600,172925,1412,1054,535,519,915,744,361,383,1069,754,3551,2524,1117,1407,3337,2406,1060,1346,2578,2457
37021,2013,Buncombe,246952,198291,201027,15349,9500,9715,17293,12474,6026,6448,16686,12148,5863,6285,12738,12406,224393,181988,85961,96027,210350,173224,81288,91936,184363,175404,1444,1078,543,535,961,785,382,403,1103,800,3822,2751,1225,1526,3606,2634,1169,1465,2823,2702
37021,2014,Buncombe,249265,200905,203532,15758,9711,9942,17543,12713,6117,6596,16872,12370,5951,6419,12977,12627,226301,184193,86864,97329,211972,175271,82145,93126,186476,177339,1462,1098,568,530,952,783,388,395,1114,795,3959,2901,1277,1624,3711,2770,1217,1553,2965,2829
37021,2015,Buncombe,252160,203656,206384,16051,9845,10094,17621,12851,6164,6687,16934,12514,6010,6504,13095,12751,228988,186711,88021,98690,214413,177647,83293,94354,189113,179818,1500,1111,550,561,972,795,382,413,1129,806,4051,2983,1288,1695,3790,2855,1236,1619,3047,2915
37021,2016,Buncombe,255222,206749,209625,16463,10150,10424,17764,12970,6284,6686,17017,12623,6121,6502,13233,12875,231847,189592,89529,100063,216929,180234,84667,95567,192125,182515,1497,1103,548,555,962,791,381,410,1124,803,4114,3084,1333,1751,3851,2951,1275,1676,3143,3008
37021,2017,Buncombe,257408,209066,211901,16848,10460,10769,17840,12986,6228,6758,17030,12619,6055,6564,13250,12872,233729,191672,90456,101216,218497,182023,85436,96587,194170,184236,1515,1130,556,574,983,823,399,424,1146,831,4324,3278,1424,1854,4050,3141,1364,1777,3335,3193
37021,2018,Buncombe,259726,211730,214605,17352,10917,11258,17897,13139,6343,6796,17086,12760,6162,6598,13391,13003,235842,194061,91512,102549,220152,183992,86261,97731,196605,186222,1547,1145,547,598,997,833,393,440,1167,843,4440,3385,1473,1912,4139,3228,1404,1824,3442,3279
37021,2019,Buncombe,262049,214455,217210,17956,11446,11765,18039,13311,6408,6903,17218,12925,6229,6696,13574,13180,237850,196438,92813,103625,221636,185890,87296,98594,198856,188016,1593,1181,563,618,1003,842,396,446,1204,849,4567,3525,1531,1994,4236,3352,1453,1899,3576,3400
37021,2020,Buncombe,263477,215992,218780,18364,11759,12080,17988,13332,6388,6944,17161,12943,6217,6726,13583,13184,239094,197744,93391,104353,222475,186889,87739,99150,200203,189047,1641,1224,578,646,1053,892,416,476,1238,898,4754,3692,1595,2097,4424,3509,1518,1991,3756,3571
37119,2010,Mecklenburg,923292,689477,701787,112400,72813,74470,298407,210925,92207,118718,287149,204042,88818,115224,216197,209126,569782,438427,214779,223648,474943,376437,181647,194790,444772,381413,7975,5473,2886,2587,3468,2650,1268,1382,5588,2695,47128,34652,17466,17186,45332,33535,16822,16713,35230,34083
37119,2011,Mecklenburg,944015,706279,718524,114866,74053,75694,307469,218650,95449,123201,295730,211558,91963,119595,223840,216561,578364,445396,217597,227799,481703,382340,184312,198028,451759,387341,8158,5544,2950,2594,3534,2698,1305,1393,5654,2746,50024,36689,18541,18148,48182,35630,17947,17683,37271,36182
37119,2012,Mecklenburg,967418,726008,738280,118524,76087,77789,317239,226929,98931,127998,304518,219495,95312,124183,231968,224335,588386,454279,221472,232807,489195,389446,187559,201887,460775,394549,8329,5545,2868,2677,3603,2738,1314,1424,5667,2786,53464,39255,19835,19420,51578,38242,19271,18971,39870,38821
37119,2013,Mecklenburg,991182,745626,757775,122045,78026,79793,328194,236053,103208,132845,314825,228367,99474,128893,240911,233028,597087,461880,224940,236940,495229,395363,190498,204865,468416,400433,8536,5612,2887,2725,3679,2796,1347,1449,5741,2841,57365,42081,21183,20898,55404,41074,20626,20448,42707,41680
37119,2014,Mecklenburg,1010878,762086,774767,125545,79979,81778,336559,243058,106085,136973,322448,235080,102234,132846,248218,240031,604305,468475,228039,240436,500014,400356,192992,207364,475250,405629,8829,5778,2949,2829,3735,2844,1367,1477,5881,2879,61185,44775,22546,22229,59136,43827,22029,21798,45418,44450
37119,2015,Mecklenburg,1034049,781700,794820,130688,83019,85124,345740,251025,109676,141349,330913,242777,105743,137034,256318,247826,614663,477700,232525,245175,506290,406816,196157,210659,484702,412094,9177,5891,3025,2866,3816,2903,1398,1505,6043,2953,64469,47084,23765,23319,62342,46185,23277,22908,47757,46823
37119,2016,Mecklenburg,1058056,802604,816099,136462,86655,88851,355004,259277,113580,145697,339212,250627,109459,141168,264751,255837,625419,487423,237479,249944,512621,413468,199698,213770,494614,418834,9567,6131,3115,3016,3885,2966,1414,1552,6263,3017,68066,49773,25122,24651,65876,48888,24653,24235,50471,49560
37119,2017,Mecklenburg,1079656,821898,835899,141915,90323,92716,363712,267231,117183,150048,347027,258105,112888,145217,272894,263504,634128,495821,241564,254257,517201,418825,202481,216344,503253,424261,9874,6300,3155,3145,3905,2996,1428,1568,6454,3049,71942,52546,26507,26039,69608,51649,26041,25608,53298,52369
37119,2018,Mecklenburg,1095911,837728,851996,147156,94154,96717,370899,274242,120243,153999,353358,264676,115798,148878,279784,269961,640803,502927,245171,257756,519762,422667,204674,217993,510719,428298,10089,6491,3244,3247,3936,3054,1456,1598,6647,3108,74120,54068,27185,26883,71699,53177,26719,26458,54846,53912
37119,2019,Mecklenburg,1113283,854692,868578,151922,97588,100220,377959,280943,123374,157569,359502,270935,118754,152181,286235,275970,648596,511122,248984,262138,524122,428106,207393,220713,518715,433482,10415,6714,3375,3339,3933,3078,1469,1609,6878,3133,76313,55913,28082,27831,73804,54985,27600,27385,56750,55773
37119,2020,Mecklenburg,1128945,870259,884216,156095,101004,103668,383886,286797,126232,160565,364936,276462,121444,155018,291953,281327,655539,518272,252620,265652,527609,432387,209625,222762,526063,437956,10621,6861,3409,3452,3881,3040,1436,1604,7025,3092,78899,58329,29385,28944,76424,57366,28884,28482,59175,58173
39095,2010,Lucas,441447,335743,342229,27101,15955,16498,90817,61595,27988,33607,87710,60180,27424,32756,63402,61917,340456,266503,128122,138381,317755,252789,121298,131491,271055,256891,2298,1651,781,870,1360,1048,519,529,1692,1072,7876,5994,2915,3079,7521,5771,2812,2959,6080,5851
39095,2011,Lucas,439409,335554,341859,27762,16483,17035,91003,62155,28355,33800,87803,60705,27778,32927,63900,62380,338086,265611,127808,137803,314861,251435,120755,130680,270039,255407,2313,1683,778,905,1347,1051,509,542,1724,1072,8007,6105,2997,3108,7636,5880,2888,2992,6196,5965
39095,2012,Lucas,436846,334599,340639,28182,16892,17439,90988,62565,28646,33919,87685,61055,28024,33031,64169,62593,335499,264232,127279,136953,311962,249727,120064,129663,268519,253561,2269,1650,773,877,1313,1018,500,518,1688,1038,8090,6152,2997,3155,7704,5907,2877,3030,6263,6008
39095,2013,Lucas,436269,334716,340490,28826,17439,17984,91416,62950,28801,34149,88005,61383,28156,33227,64530,62895,334132,263664,127102,136562,310072,248687,119663,129024,267698,252272,2309,1706,804,902,1328,1047,510,537,1745,1067,8412,6396,3070,3326,8038,6160,2958,3202,6517,6272
39095,2014,Lucas,434736,333744,339267,29302,17851,18351,91790,63209,28782,34427,88336,61614,28128,33486,64677,63015,332104,262333,126386,135947,307630,246982,118761,128221,266233,250478,2302,1721,803,918,1339,1066,508,558,1761,1084,8540,6481,3091,3390,8129,6231,2974,3257,6596,6339
39095,2015,Lucas,433826,333025,338742,29946,18221,18770,92541,63637,29074,34563,88927,61984,28388,33596,65135,63401,330384,261154,125768,135386,305462,245513,117993,127520,265212,249126,2309,1735,794,941,1313,1052,501,551,1769,1067,8592,6499,3103,3396,8178,6255,2981,3274,6626,6378
39095,2016,Lucas,433113,332902,338447,30455,18725,19282,93309,64296,29558,34738,89641,62594,28847,33747,65756,63972,328859,260293,125490,134803,303503,244231,117472,126759,264247,247735,2348,1777,825,952,1313,1054,507,547,1803,1062,8597,6536,3079,3457,8201,6298,2964,3334,6641,6396
39095,2017,Lucas,431312,331590,337277,31128,19202,19799,93556,64307,29291,35016,89763,62544,28538,34006,65792,63953,326760,258933,124616,134317,300894,242476,116414,126062,262985,246032,2354,1779,813,966,1313,1059,499,560,1811,1070,8642,6571,3099,3472,8214,6309,2974,3335,6689,6423
39095,2018,Lucas,429990,331255,336787,31713,19744,20314,94371,64856,29632,35224,90417,63006,28838,34168,66368,64429,324598,258019,124267,133752,298337,241126,115853,125273,261897,244550,2377,1804,824,980,1307,1060,499,561,1840,1074,8644,6576,3119,3457,8216,6319,2996,3323,6682,6420
39095,2019,Lucas,428888,330441,335859,32266,20235,20801,94542,64923,29516,35407,90479,62987,28677,34310,66408,64383,323272,257101,123630,133471,296598,239822,115058,124764,260883,243146,2391,1809,829,980,1306,1056,494,562,1836,1072,8683,6608,3096,3512,8239,6341,2973,3368,6732,6457
39095,2020,Lucas,428294,330365,335759,32843,20783,21363,95090,65447,29768,35679,90884,63400,28866,34534,66897,64761,322077,256444,123359,133085,295025,238766,114591,124175,260216,242068,2433,1842,847,995,1326,1070,506,564,1874,1088,8694,6632,3145,3487,8216,6346,3007,3339,6772,6479
41051,2010,Multnomah,737320,586410,594318,80365,50086,51411,50354,34290,17155,17135,46363,31935,15893,16042,35209,32782,614449,497927,245083,252844,546601,455417,222341,233076,503934,460311,13917,9688,4995,4693,7301,5676,2758,2918,9897,5768,58600,44505,20357,24148,56690,43296,19758,23538,45278,44046
41051,2011,Multnomah,749926,597680,605470,81834,51545,52883,51125,35070,17582,17488,46948,32573,16259,16314,35947,33371,623404,505924,249002,256922,554213,462086,225570,236516,511764,466813,13875,9731,4993,4738,7332,5734,2796,2938,9928,5817,61522,46955,21455,25500,59599,45742,20842,24900,47831,46586
41051,2012,Multnomah,760505,607564,615365,82981,52825,54188,51910,35808,17901,17907,47835,33340,16642,16698,36695,34121,630917,512823,252553,260270,560484,467765,228519,239246,518688,472511,13964,9889,5072,4817,7431,5844,2850,2994,10085,5937,63714,49044,22452,26592,61774,47790,21822,25968,49897,48608
41051,2013,Multnomah,766977,614045,621779,84530,54256,55657,52343,36177,18132,18045,48200,33624,16823,16801,37004,34372,635450,517316,254853,262463,563590,470982,230314,240668,523164,475669,14021,10015,5163,4852,7471,5943,2937,3006,10241,6045,65163,50537,23073,27464,63186,49240,22422,26818,51370,50036
41051,2014,Multnomah,779002,624463,632334,86424,55947,57416,53839,37231,18630,18601,49624,34592,17298,17294,38061,35338,643174,524224,258610,265614,569651,476411,233408,243003,530195,481159,14139,10171,5217,4954,7487,6011,2961,3050,10392,6106,67850,52837,24119,28718,65816,51502,23461,28041,53686,52315
41051,2015,Multnomah,790723,635477,643199,88561,58159,59619,54971,38070,19067,19003,50657,35310,17645,17665,38968,36120,651427,532063,262652,269411,575945,482290,236394,245896,537840,486843,14297,10380,5369,5011,7583,6114,3053,3061,10565,6185,70028,54964,25101,29863,67977,53604,24434,29170,55826,54432
41051,2016,Multnomah,803630,648309,656229,91344,60971,62521,56232,39189,19659,19530,51798,36304,18180,18124,40092,37118,659698,540631,267076,273555,581767,488349,239535,248814,546536,492956,14416,10486,5423,5063,7604,6129,3056,3073,10695,6211,73284,58003,26417,31586,71117,56556,25698,30858,58906,57423
41051,2017,Multnomah,808192,654459,662685,93618,63293,64949,56948,40022,20163,19859,52433,37042,18628,18414,40946,37880,661400,543648,268423,275225,581404,489312,239954,249358,549701,493962,14452,10622,5490,5132,7585,6160,3075,3085,10846,6239,75392,60167,27457,32710,73152,58652,26705,31947,61192,59655
41051,2018,Multnomah,809448,658122,666280,95125,65258,66890,57645,40795,20655,20140,53101,37759,19086,18673,41645,38528,660709,544921,269209,275712,579408,488842,239826,249016,551005,493542,14518,10743,5569,5174,7535,6155,3072,3083,10958,6239,76576,61663,28106,33557,74279,60108,27338,32770,62672,61081
41051,2019,Multnomah,812439,663407,671247,97513,67785,69406,58405,41727,21244,20483,53701,38556,19605,18951,42553,39297,661839,547965,270516,277449,578664,489763,240026,249737,553889,494297,14670,10905,5627,5278,7470,6129,3030,3099,11100,6204,77525,62810,28634,34176,75091,61174,27833,33341,63705,62043
41051,2020,Multnomah,815637,668469,676524,99563,70147,71877,58851,42377,21589,20788,54029,39098,19895,19203,43222,39858,663409,550984,271732,279252,578373,490620,240153,250467,556973,495173,14758,10997,5635,5362,7488,6147,3018,3129,11243,6217,78619,64111,29223,34888,76184,62457,28426,34031,65086,63399
42003,2010,Allegheny,1223973,982852,998294,19200,13234,13520,170750,120528,53058,67470,167832,118788,52260,66528,123834,122045,1013881,831626,394457,437169,998431,820677,388801,431876,843381,832206,2360,1755,812,943,1882,1452,660,792,1789,1479,36982,28943,14520,14423,36628,28701,14393,14308,29290,29044
42003,2011,Allegheny,1228437,988901,1003988,20247,13995,14253,171493,121796,53821,67975,168540,120047,53019,67028,124982,123190,1015191,834756,396999,437757,998828,823099,391022,432077,846209,834351,2425,1794,833,961,1877,1465,675,790,1830,1492,39328,30555,15351,15204,38945,30295,15222,15073,30967,30702
42003,2012,Allegheny,1231129,993387,1008051,21264,14736,15012,172313,123036,54628,68408,169272,121265,53813,67452,126026,124207,1014940,836506,398812,437694,997690,824155,392450,431705,847701,835137,2440,1816,872,944,1886,1480,700,780,1846,1500,41436,32029,16092,15937,41017,31751,15962,15789,32478,32195
42003,2013,Allegheny,1233999,997699,1011834,22267,15500,15815,173478,124365,55396,68969,170338,122532,54561,67971,127223,125337,1014306,837826,400530,437296,996186,824781,393774,431007,848600,835313,2459,1802,843,959,1907,1481,689,792,1837,1502,43756,33706,16928,16778,43301,33405,16789,16616,34174,33867
