fips_state_county_code,year,site_name,pop_total_any_ethnicity,pop_adult_any_ethnicity,pop_adult_male_any_ethnicity,pop_adult_femlae_any_ethnicity,total_pop_young_any_ethnicity,total_pop_middle_any_ethnicity,total_pop_older_any_ethnicity,total_pop_poc,total_adult_poc,total_adult_male_poc,total_adult_female_poc,total_poc_young,total_poc_middle,total_poc_older,pop_total_hispanic_any_race,pop_adult_hispanic_any_race,pop_adult_male_hispanic_any_race,pop_adult_female_hispanic_any_race,pop_hispanic_young_any_race,pop_hispanic_middle_any_race,pop_hispanic_older_any_race,pop_total_black_non_hispanic,pop_adult_black_non_hispanic,pop_adult_male_black_non_hispanic,pop_adult_female_black_non_hispanic,pop_black_young_non_hispanic,pop_black_middle_non_hispanic,pop_black_older_non_hispanic,pop_total_white_non_hispanic,pop_adult_white_non_hispanic,pop_adult_male_white_non_hispanic,pop_adult_female_white_non_hispanic,pop_white_young_non_hispanic,pop_white_middle_non_hispanic,pop_white_older_non_hispanic,pop_total_AIAN_non_hispanic,pop_adult_AIAN_non_hispanic,pop_adult_male_AIAN_non_hispanic,pop_adult_female_AIAN_non_hispanic,pop_AIAN_young_non_hispanic,pop_AIAN_middle_non_hispanic,pop_AIAN_older_non_hispanic,pop_total_API_non_hispanic,pop_adult_API_non_hispanic,pop_adult_male_API_non_hispanic,pop_adult_female_API_non_hispanic,pop_API_young_non_hispanic,pop_API_middle_non_hispanic,pop_API_older_non_hispanic
41051,2014,Multnomah,779002,624463,306576,317887,221185,269789,288028,135828,100239,47966,52273,51197,43713,40918,86424,55947,29448,26499,40945,30779,14700,49624,34592,17298,17294,20632,13991,15001,569651,476411,233408,243003,135603,199657,234391,7487,6011,2961,3050,2340,2623,2524,65816,51502,23461,28041,21665,22739,21412
41051,2015,Multnomah,790723,635477,312189,323288,220700,274756,295267,139296,103414,49537,53877,51399,45259,42638,88561,58159,30663,27496,41109,31601,15851,50657,35310,17645,17665,20924,14357,15376,575945,482290,236394,245896,134634,202411,238900,7583,6114,3053,3061,2273,2729,2581,67977,53604,24434,29170,21760,23658,22559
41051,2016,Multnomah,803630,648309,318575,329734,220346,281701,301583,143932,107678,51499,56179,51939,47677,44316,91344,60971,32106,28865,41419,32939,16986,51798,36304,18180,18124,21083,15123,15592,581767,488349,239535,248814,133424,205799,242544,7604,6129,3056,3073,2234,2763,2607,71117,56556,25698,30858,22186,25077,23854
41051,2017,Multnomah,808192,654459,321533,332926,217580,285142,305470,146792,110811,53110,57701,51535,49401,45856,93618,63293,33171,30122,41578,34039,18001,52433,37042,18628,18414,20896,15855,15682,581404,489312,239954,249358,130842,206519,244043,7585,6160,3075,3085,2199,2731,2655,73152,58652,26705,31947,22065,25998,25089
41051,2018,Multnomah,809448,658122,323539,334583,214417,286497,308534,148739,113201,54330,58871,51138,50548,47053,95125,65258,34217,31041,41270,34946,18909,53101,37759,19086,18673,20812,16592,15697,579408,488842,239826,249016,128388,205859,245161,7535,6155,3072,3083,2110,2758,2667,74279,60108,27338,32770,21837,26342,26100
41051,2019,Multnomah,812439,663407,326021,337386,212487,288426,311526,150600,115442,55505,59937,50815,51551,48234,97513,67785,35527,32258,41545,36001,19967,53701,38556,19605,18951,20707,17121,15873,578664,489763,240026,249737,126690,205891,246083,7470,6129,3030,3099,2084,2741,2645,75091,61174,27833,33341,21461,26672,26958
41051,2020,Multnomah,815637,668469,328179,340290,210345,290260,315032,152228,117485,56447,61038,50182,52593,49453,99563,70147,36687,33460,41616,36822,21125,54029,39098,19895,19203,20405,17594,16030,578373,490620,240153,250467,125136,205878,247359,7488,6147,3018,3129,2081,2778,2629,76184,62457,28426,34031,21107,27188,27889
42003,2010,Allegheny,1223973,982852,462847,520005,364540,304300,555133,210092,151226,68390,82836,86152,56185,67755,19200,13234,6733,6501,8972,6188,4040,167832,118788,52260,66528,69398,39901,58533,998431,820677,388801,431876,271537,242987,483907,1882,1452,660,792,663,495,724,36628,28701,14393,14308,13970,14729,7929
42003,2011,Allegheny,1228437,988901,467004,521897,362406,309252,556779,213246,154145,70005,84140,87074,57563,68609,20247,13995,7066,6929,9309,6667,4271,168540,120047,53019,67028,69464,40160,58916,998828,823099,391022,432077,268233,246120,484475,1877,1465,675,790,643,508,726,38945,30295,15222,15073,14757,15797,8391
42003,2012,Allegheny,1231129,993387,470404,522983,358965,314489,557675,216189,156881,71592,85289,87694,59087,69408,21264,14736,7479,7257,9569,7256,4439,169272,121265,53813,67452,69382,40692,59198,997690,824155,392450,431705,263991,249278,484421,1886,1480,700,780,636,526,724,41017,31751,15962,15789,15387,16737,8893
42003,2013,Allegheny,1233999,997699,473697,524002,355731,320104,558164,219693,159873,73167,86706,88620,60859,70214,22267,15500,7884,7616,9780,7740,4747,170338,122532,54561,67971,69406,41552,59380,996186,824781,393774,431007,259648,252700,483838,1907,1481,689,792,645,530,732,43301,33405,16789,16616,16252,17582,9467
42003,2014,Allegheny,1233417,998680,474677,524003,350546,324303,558568,221991,161876,74108,87768,88496,62552,70943,23236,16231,8251,7980,10059,8219,4958,170400,122938,54825,68113,68539,42430,59431,992493,823144,393497,429647,254349,254804,483340,1895,1481,669,812,620,560,715,45393,34886,17435,17451,16979,18290,10124
42003,2015,Allegheny,1229342,996265,474203,522062,345570,325769,558003,223275,163140,74824,88316,87853,63623,71799,24153,16942,8605,8337,10260,8643,5250,170367,123178,55098,68080,67657,43013,59697,986366,818861,392002,426859,249852,254874,481640,1939,1527,693,834,619,597,723,46517,35757,17805,17952,17182,18642,10693
42003,2016,Allegheny,1226893,995373,474587,520786,342373,326577,557943,225359,165084,76078,89006,87775,64878,72706,24862,17500,8897,8603,10388,8964,5510,170712,123776,55596,68180,67075,43629,60008,981214,815501,390860,424641,246631,254155,480428,1921,1505,681,824,608,600,713,48184,37091,18553,18538,17671,19229,11284
42003,2017,Allegheny,1220423,990694,472109,518585,337971,327034,555418,226200,165404,75906,89498,87518,65564,73118,25673,18169,9161,9008,10621,9238,5814,169734,122872,54740,68132,66168,43783,59783,973311,809956,388333,421623,242360,253732,477219,1903,1508,685,823,569,629,705,49802,38189,19190,18999,18253,19652,11897
42003,2018,Allegheny,1217508,989814,472391,517423,334508,330566,552434,228206,167212,76994,90218,87413,67197,73596,26665,18926,9584,9342,10951,9655,6059,170031,123387,55081,68306,65597,44773,59661,967597,806606,387143,419463,238804,255260,473533,1823,1450,664,786,545,605,673,51392,39445,19919,19526,18611,20273,12508
42003,2019,Allegheny,1215716,988918,472489,516429,331168,334787,549761,230090,169006,78158,90848,86959,68892,74239,27601,19706,9953,9753,11195,9958,6448,170061,123691,55321,68370,64752,45692,59617,963094,803241,385770,417471,235697,257520,469877,1812,1453,661,792,525,610,677,53148,40827,20784,20043,18999,21007,13142
42003,2020,Allegheny,1211358,985716,471543,514173,328410,337260,545688,231419,170438,79100,91338,86454,70094,74871,28237,20301,10195,10106,11287,10246,6704,169970,124063,55695,68368,63992,46424,59554,956944,798184,383717,414467,233393,258575,464976,1830,1476,685,791,521,616,693,54377,41692,21251,20441,19217,21399,13761
42101,2010,Philadelphia,1528303,1184519,546824,637695,546466,436453,545384,820624,599451,264068,335383,325324,219852,275448,189175,125129,61374,63755,90558,57845,40772,660488,482124,208334,273790,256720,167854,235914,572771,492949,236800,256149,159558,174661,238552,5068,3861,1651,2210,1814,1332,1922,100801,80456,38665,41791,37816,34761,28224
42101,2011,Philadelphia,1540615,1195847,552187,643660,544424,445337,550854,831124,609183,268389,340794,328160,222704,280260,196212,129916,63597,66319,93535,59979,42698,664373,487642,210912,276730,257159,168365,238849,570572,491097,236197,254900,153577,179196,237799,5076,3902,1686,2216,1793,1339,1944,104382,83290,39795,43495,38360,36458,29564
42101,2012,Philadelphia,1552087,1206751,557448,649303,540429,455252,556406,839406,617172,272230,344942,328646,226072,284688,203317,134986,66003,68983,96164,62172,44981,667002,492031,213190,278841,255879,169741,241382,569601,490275,235891,254384,148161,184135,237305,5041,3872,1664,2208,1782,1333,1926,107126,85587,40700,44887,38443,37871,30812
42101,2013,Philadelphia,1558713,1213550,561236,652314,533326,463998,561389,846406,623957,275680,348277,327798,229423,289185,209085,138825,67843,70982,98180,63921,46984,668132,495131,215120,280011,253068,171265,243799,566141,487485,234869,252616,141587,188178,236376,5099,3919,1673,2246,1775,1374,1950,110256,88190,41731,46459,38716,39260,32280
42101,2014,Philadelphia,1565949,1219269,564260,655009,525907,472798,567244,852089,628977,278052,350925,325235,233272,293582,215761,143426,70108,73318,100455,65935,49371,668479,496648,216050,280598,249366,173418,245695,563446,484633,233768,250865,135819,191452,236175,5114,3920,1669,2251,1765,1392,1957,113149,90642,42665,47977,38502,40601,34046
42101,2015,Philadelphia,1571679,1223773,566641,657132,517559,480983,573137,857161,633516,280439,353077,321668,237304,298189,221534,147542,72117,75425,101806,68107,51621,668911,498085,217114,280971,245090,175798,248023,560543,481639,232366,249273,130649,194023,235871,5103,3899,1663,2236,1752,1391,1960,115588,92608,43381,49227,38262,41664,35662
42101,2016,Philadelphia,1576604,1229409,569856,659553,510299,488182,578123,860406,637624,282665,354959,316692,241378,302336,227128,151598,74316,77282,103071,70237,53820,667536,498717,217660,281057,239444,178269,249823,558816,480359,231882,248477,127964,195703,235149,5098,3906,1651,2255,1731,1393,1974,118026,94829,44347,50482,38089,42580,37357
42101,2017,Philadelphia,1581699,1235333,572615,662718,505134,495561,581004,863385,641210,284416,356794,312849,245499,305037,233437,155915,76313,79602,104920,72485,56032,665220,498665,217849,280816,234166,180686,250368,557119,479679,231490,248189,126061,197289,233769,5075,3919,1637,2282,1664,1425,1986,120848,97155,45326,51829,38323,43676,38849
42101,2018,Philadelphia,1586422,1241442,575701,665741,500761,502174,583487,866344,645392,286836,358556,309299,249571,307474,240764,161152,78618,82534,107232,74915,58617,663015,499055,218419,280636,229415,183103,250497,554382,477930,230641,247289,124263,198154,231965,5026,3889,1631,2258,1613,1448,1965,123235,99416,46392,53024,38238,44554,40443
42101,2019,Philadelphia,1584439,1242369,576133,666236,493226,507832,583381,864934,646365,287500,358865,304140,252562,308232,243381,163366,79486,83880,107158,75962,60261,659129,497991,218229,279762,224301,185279,249549,552449,476518,229878,246640,122284,200205,229960,4963,3878,1622,2256,1553,1444,1966,124517,100616,46918,53698,37930,44942,41645
42101,2020,Philadelphia,1578487,1239735,574685,665050,486869,510430,581188,860609,645302,287160,358142,298775,254023,307811,245847,165607,80413,85194,107364,76877,61606,653256,495291,217155,278136,219114,186332,247810,549082,473498,228232,245266,121167,200744,227171,4891,3869,1600,2269,1496,1486,1909,125411,101470,47285,54185,37728,44991,42692
45019,2010,Charleston,350998,278309,133211,145098,115337,99047,136614,114533,84180,37719,46461,44283,28028,42222,18789,12965,7879,5086,8858,7413,2518,105297,77253,34279,42974,40732,24758,39807,220530,183039,88683,94356,63667,64595,92268,962,755,353,402,327,255,380,5420,4297,2017,2280,1753,2026,1641
45019,2011,Charleston,357461,283882,135531,148351,114871,101884,140706,116014,85753,38471,47282,44222,28517,43275,18484,12525,7463,5062,8584,7231,2669,106471,78642,34982,43660,40635,25098,40738,225854,187435,90616,96819,63558,67133,95163,947,757,343,414,309,259,379,5705,4523,2127,2396,1785,2163,1757
45019,2012,Charleston,364913,290601,139054,151547,114431,105694,144788,117606,87389,39276,48113,43939,29436,44231,18518,12434,7302,5132,8431,7226,2861,107666,79959,35634,44325,40299,25808,41559,231761,192635,93507,99128,63568,70086,98107,983,791,365,426,303,284,396,5985,4782,2246,2536,1830,2290,1865
45019,2013,Charleston,372065,296751,142010,154741,114157,109238,148670,119035,88741,39909,48832,43848,30120,45067,18456,12373,7148,5225,8272,7143,3041,108919,81167,36205,44962,40195,26471,42253,237478,197458,95943,101515,63477,72999,101002,1003,816,384,432,311,282,410,6209,4937,2330,2607,1902,2343,1964
45019,2014,Charleston,380239,303631,145282,158349,114393,112753,153093,120116,89817,40391,49426,43344,30937,45835,18911,12599,7179,5420,8521,7090,3300,109582,81906,36538,45368,39626,27129,42827,244095,202991,98679,104312,63943,75714,104438,1007,820,375,445,304,283,420,6644,5315,2511,2804,1999,2537,2108
45019,2015,Charleston,389885,311700,149060,162640,115244,116503,158138,121085,90770,40709,50061,42885,31591,46609,19457,12849,7179,5670,8843,7058,3556,110051,82487,36749,45738,39052,27628,43371,252281,209846,102094,107752,64983,78810,108488,1072,886,412,474,329,304,439,7024,5632,2626,3006,2037,2703,2284
45019,2016,Charleston,397433,318240,152141,166099,115748,119032,162653,121953,91705,41184,50521,42324,32383,47246,20006,13206,7306,5900,9113,7107,3786,110516,83129,37093,46036,38344,28343,43829,258439,215091,104583,110508,65804,80492,112143,1055,876,415,461,317,296,442,7417,5938,2744,3194,2170,2794,2453
45019,2017,Charleston,402725,323003,154468,168535,115433,120975,166317,122073,92193,41483,50710,41334,33154,47585,20580,13610,7479,6131,9405,7155,4020,110144,83246,37226,46020,37249,28931,43964,263197,219034,106468,112566,66288,81632,115277,1064,897,433,464,288,338,438,7740,6216,2862,3354,2203,2919,2618
45019,2018,Charleston,406959,327072,156248,170824,115351,122466,169142,121755,92347,41492,50855,40511,33588,47656,20869,13801,7547,6254,9496,7115,4258,109478,83083,37110,45973,36433,29180,43865,267461,222737,108160,114577,66946,82723,117792,1082,916,438,478,278,347,457,8069,6535,2993,3542,2198,3101,2770
45019,2019,Charleston,412615,332363,158742,173621,115883,124575,172157,121961,92918,41813,51105,40006,34041,47914,21831,14456,7845,6611,9907,7403,4521,109104,83180,37242,45938,35745,29465,43894,272036,226814,110022,116792,67652,84090,120294,1072,915,451,464,275,329,468,8572,6998,3182,3816,2304,3288,2980
45019,2020,Charleston,417981,337511,161044,176467,116686,125802,175493,121533,93173,41979,51194,39338,34120,48075,22395,14859,8004,6855,10166,7420,4809,108271,83026,37211,45815,35022,29413,43836,277339,231376,112053,119323,68875,85238,123226,1118,960,473,487,274,361,483,8858,7290,3303,3987,2349,3370,3139
46099,2010,Minnehaha,169964,127185,62834,64351,59762,48177,62025,15552,9214,5073,4141,8215,4916,2421,7031,4088,2291,1797,3811,2283,937,7436,4064,2424,1640,4220,2258,958,148363,114380,55761,58619,48340,41253,58770,4307,2779,1459,1320,2123,1395,789,2827,1874,899,975,1268,988,571
46099,2011,Minnehaha,171482,128353,63497,64856,59959,48491,63032,15921,9435,5201,4234,8408,4966,2547,7306,4267,2344,1923,3935,2334,1037,7594,4216,2522,1694,4263,2311,1020,149273,115140,56231,58909,48256,41441,59576,4415,2809,1479,1330,2189,1430,796,2894,1921,921,1000,1316,975,603
46099,2012,Minnehaha,174825,130942,64904,66038,61002,49449,64374,17397,10298,5675,4623,9267,5285,2845,7712,4527,2431,2096,4130,2419,1163,8471,4767,2826,1941,4726,2557,1188,150850,116598,57063,59535,48356,41983,60511,4496,2824,1483,1341,2271,1418,807,3296,2226,1101,1125,1519,1072,705
46099,2013,Minnehaha,178062,133396,66221,67175,61807,50651,65604,18301,10829,5990,4839,9749,5635,2917,8074,4671,2485,2186,4389,2436,1249,8963,5115,3071,2044,4923,2814,1226,152960,118378,58001,60377,48574,42801,61585,4593,2862,1494,1368,2346,1436,811,3472,2370,1170,1200,1575,1164,733
46099,2014,Minnehaha,180925,135450,67418,68032,62615,51598,66712,19274,11327,6290,5037,10242,6045,2987,8520,4863,2595,2268,4688,2500,1332,9547,5427,3250,2177,5195,3092,1260,154533,119738,58792,60946,48724,43255,62554,4614,2877,1523,1354,2363,1452,799,3711,2545,1258,1287,1645,1299,767
46099,2015,Minnehaha,183563,137225,68427,68798,63420,52258,67885,20313,11914,6593,5321,10702,6494,3117,8666,4967,2716,2251,4745,2492,1429,10287,5813,3474,2339,5576,3381,1330,155977,120828,59379,61449,49001,43474,63502,4689,2900,1520,1380,2383,1494,812,3944,2717,1338,1379,1715,1417,812
46099,2016,Minnehaha,186562,139257,69597,69660,64408,53331,68823,22040,13087,7210,5877,11384,7375,3281,9155,5295,2927,2368,4958,2679,1518,11533,6613,3931,2682,6078,3988,1467,156863,121389,59724,61665,49165,43512,64186,4697,2934,1544,1390,2376,1528,793,4314,3026,1471,1555,1831,1624,859
46099,2017,Minnehaha,189786,141665,70954,70711,65274,54775,69737,23522,14074,7633,6441,12098,7973,3451,9827,5709,3140,2569,5277,2890,1660,12530,7257,4196,3061,6546,4412,1572,158048,122436,60472,61964,49079,44176,64793,4766,2970,1548,1422,2429,1543,794,4615,3293,1598,1695,1943,1754,918
46099,2018,Minnehaha,191250,142880,71689,71191,65367,55319,70564,24023,14390,7809,6581,12304,8166,3553,10035,5868,3224,2644,5341,2926,1768,12950,7496,4343,3153,6747,4553,1650,158839,123169,60938,62231,48959,44471,65409,4843,3017,1582,1435,2449,1602,792,4583,3330,1602,1728,1871,1767,945
46099,2019,Minnehaha,194153,145212,72927,72285,65896,56449,71808,24842,15034,8127,6907,12575,8540,3727,10319,6127,3375,2752,5382,3084,1853,13567,7913,4534,3379,6970,4851,1746,160602,124617,61729,62888,49114,45086,66402,4989,3103,1634,1469,2530,1649,810,4676,3452,1655,1797,1900,1779,997
46099,2020,Minnehaha,196659,147109,73980,73129,66507,57332,72820,25697,15751,8437,7314,12792,8990,3915,10625,6345,3497,2848,5488,3182,1955,14157,8338,4730,3608,7203,5098,1856,161969,125595,62352,63243,49410,45431,67128,5086,3220,1691,1529,2511,1745,830,4822,3611,1710,1901,1895,1876,1051
46103,2010,Pennington,101253,76405,37704,38701,34466,25755,41032,14176,8662,4182,4480,7313,3811,3052,4131,2269,1157,1112,2384,1056,691,1531,932,625,307,791,414,326,84290,66120,32684,33436,25632,21188,37470,9990,6097,2782,3315,5138,2642,2210,1311,987,456,531,521,455,335
46103,2011,Pennington,102443,77428,38310,39118,34614,26098,41731,14364,8778,4234,4544,7431,3847,3086,4324,2358,1216,1142,2518,1084,722,1682,1043,687,356,863,463,356,85191,66934,33175,33759,25633,21451,38107,9917,6082,2771,3311,5087,2621,2209,1329,1011,461,550,513,479,337
46103,2012,Pennington,104291,79068,39253,39815,34900,26753,42638,15117,9241,4477,4764,7772,4071,3274,4715,2608,1385,1223,2705,1194,816,1951,1302,816,486,931,527,493,86022,67890,33737,34153,25490,21788,38744,10210,6208,2838,3370,5253,2730,2227,1393,1060,477,583,521,514,358
46103,2013,Pennington,106003,80578,40047,40531,35012,27175,43816,15405,9402,4522,4880,7899,4185,3321,4862,2691,1417,1274,2795,1203,864,1993,1331,796,535,946,552,495,87410,69191,34467,34724,25474,22104,39832,10320,6292,2888,3404,5279,2796,2245,1418,1073,479,594,518,520,380
46103,2014,Pennington,107613,81903,40750,41153,35144,27629,44840,15675,9543,4629,4914,8043,4282,3350,5141,2836,1480,1356,2958,1277,906,1963,1275,807,468,958,555,450,88568,70257,35003,35254,25374,22409,40785,10470,6420,2954,3466,5334,2861,2275,1471,1115,506,609,520,527,424
46103,2015,Pennington,108212,82614,41218,41396,34819,27644,45749,15856,9600,4644,4956,8108,4371,3377,5229,2811,1479,1332,2998,1320,911,1886,1205,770,435,926,547,413,89035,70955,35462,35493,25051,22316,41668,10580,6504,2992,3512,5340,2929,2311,1482,1139,515,624,504,532,446
46103,2016,Pennington,109240,83559,41752,41807,34890,27571,46779,16203,9739,4695,5044,8309,4480,3414,5496,2921,1506,1415,3178,1372,946,2032,1279,803,476,999,607,426,89518,71642,35913,35729,24805,22081,42632,10648,6514,3001,3513,5388,2966,2294,1546,1203,529,674,520,545,481
46103,2017,Pennington,110686,84848,42396,42452,34996,28058,47632,16471,9912,4800,5112,8414,4591,3466,5830,3115,1603,1512,3352,1483,995,2095,1324,840,484,1024,636,435,90425,72579,36369,36210,24671,22365,43389,10689,6558,3001,3557,5379,3002,2308,1647,1272,583,689,570,572,505
46103,2018,Pennington,112260,86357,43157,43200,35200,28277,48783,16860,10184,4917,5267,8603,4678,3579,6108,3244,1684,1560,3522,1579,1007,2172,1410,879,531,1035,684,453,91499,73739,36981,36758,24642,22427,44430,10807,6646,3017,3629,5428,3030,2349,1674,1318,596,722,573,557,544
46103,2019,Pennington,114407,88284,44091,44193,35371,28687,50349,17228,10446,5029,5417,8742,4822,3664,6335,3436,1741,1695,3604,1640,1091,2203,1412,874,538,1061,681,461,93068,75223,37745,37478,24593,22634,45841,11022,6821,3123,3698,5490,3151,2381,1779,1392,608,784,623,581,575
46103,2020,Pennington,115926,89782,44912,44870,35302,28867,51757,17282,10623,5160,5463,8656,4908,3718,6512,3555,1804,1751,3620,1735,1157,2254,1450,900,550,1086,691,477,94372,76454,38380,38074,24578,22648,47146,10946,6877,3191,3686,5382,3207,2357,1842,1446,637,809,636,586,620
47157,2010,Shelby,928475,684267,319061,365206,338806,254622,335047,520786,364843,163135,201708,214739,145022,161025,51958,32953,19108,13845,25546,19522,6890,488150,341948,151837,190111,202111,133081,152958,363193,290950,139271,151679,102397,92671,168125,2190,1646,798,848,774,580,836,22984,16770,8047,8723,7978,8768,6238
47157,2011,Shelby,933321,690320,321753,368567,339797,254009,339515,526935,371543,166211,205332,216802,145277,164856,53183,33044,19026,14018,26269,19594,7320,493467,348240,154742,193498,203643,133378,156446,360945,290119,138913,151206,100966,91662,168317,2112,1616,788,828,734,545,833,23614,17301,8284,9017,8185,8830,6599
47157,2012,Shelby,939421,697189,325360,371829,340431,255117,343873,533903,378618,169800,208818,218624,146865,168414,54453,33353,18935,14418,27085,19490,7878,499642,354912,158157,196755,205030,134879,159733,359095,289584,139024,150560,99283,91229,168583,2068,1593,780,813,697,558,813,24163,17747,8464,9283,8336,8961,6866
47157,2013,Shelby,938713,697632,325056,372576,338097,254045,346571,536805,381941,171193,210748,217910,147508,171387,54747,32859,18491,14368,27468,19035,8244,502027,358077,159516,198561,203935,135617,162475,355318,287046,137694,149352,97500,89905,167913,1992,1529,744,785,688,508,796,24629,18121,8611,9510,8506,8980,7143
47157,2014,Shelby,937949,698164,325076,373088,334893,253715,349341,539346,384996,172574,212422,216176,148680,174490,55459,32777,18310,14467,28237,18721,8501,503990,360908,160837,200071,201899,136763,165328,351464,284473,136416,148057,95499,88663,167302,1942,1503,721,782,672,507,763,25094,18503,8792,9711,8586,9061,7447
47157,2015,Shelby,937598,699213,325474,373739,331064,253377,353157,542012,388380,174101,214279,213930,149774,178308,56608,33005,18356,14649,29111,18436,9061,505887,363860,162236,201624,199284,137871,168732,347539,281856,135203,146653,93323,87439,166777,1889,1468,691,777,641,504,744,25675,19024,8988,10036,8705,9127,7843
47157,2016,Shelby,936716,700200,325634,374566,327126,252991,356599,543768,391411,175279,216132,211093,150795,181880,57653,33097,18233,14864,30047,18078,9528,507319,366727,163369,203358,196327,139027,171965,343911,279552,134206,145346,91434,86306,166171,1867,1455,673,782,623,503,741,25966,19369,9153,10216,8695,9077,8194
47157,2017,Shelby,936012,700926,325410,375516,323259,254063,358690,544861,393654,175884,217770,207986,152273,184602,58825,33466,18326,15140,30976,17792,10057,507816,368615,163822,204793,192996,140438,174382,341030,277495,133170,144325,89956,86090,164984,1845,1431,656,775,610,501,734,26496,19919,9436,10483,8721,9242,8533
47157,2018,Shelby,937239,703209,326473,376736,320896,256136,360207,547444,397260,177520,219740,205834,154440,187170,60509,34289,18681,15608,32144,17751,10614,509460,371408,165076,206332,190600,142334,176526,338111,275358,132216,143142,88695,86021,163395,1827,1414,651,763,606,511,710,27332,20740,9849,10891,8851,9519,8962
47157,2019,Shelby,937070,704197,326602,377595,317807,257638,361625,548870,399649,178303,221346,203353,156023,189494,61592,34882,18843,16039,32833,17634,11125,510372,373278,165586,207692,188121,143701,178550,335492,273377,131372,142005,87453,86048,161991,1815,1421,670,751,592,523,700,27799,21239,10131,11108,8808,9732,9259
47157,2020,Shelby,936017,703648,325475,378173,316266,258354,361397,549788,401160,178398,222762,201798,157033,190957,62757,35545,19013,16532,33653,17467,11637,510946,374477,165541,208936,186487,144745,179714,332450,270681,129971,140710,86759,85835,159856,1802,1441,667,774,555,567,680,28062,21504,10283,11221,8812,9740,9510
48201,2010,Harris,4107542,2957847,1457289,1500558,1563681,1254082,1289779,1143861,823597,383516,440081,443895,354691,345275,1681054,1089800,561572,528228,790224,555473,335357,770235,550687,248555,302132,304763,226858,238614,1380949,1104202,543162,561040,380680,375802,624467,10193,7781,3841,3940,3361,2992,3840,265111,205377,100159,105218,84653,92957,87501
48201,2011,Harris,4179279,3019339,1486649,1532690,1578687,1274419,1326173,1170429,847189,394659,452530,450181,362957,357291,1721124,1121158,576196,544962,801335,565066,354723,784545,564308,255094,309214,308116,231191,245238,1388271,1112461,547537,564924,378822,378987,630462,10259,7900,3903,3997,3315,3025,3919,275080,213512,103919,109593,87099,96150,91831
48201,2012,Harris,4262549,3089334,1521757,1567577,1598004,1299828,1364717,1203075,874714,408307,466407,458783,374501,369791,1762491,1154540,592512,562028,812221,575437,374833,801779,579635,262748,316887,312539,237177,252063,1400412,1123650,553775,569875,379609,383428,637375,10446,8071,3974,4097,3335,3133,3978,287421,223438,108748,114690,90300,100653,96468
48201,2013,Harris,4352419,3161258,1557890,1603368,1622791,1327747,1401881,1238019,902873,422151,480722,467754,387674,382591,1807949,1190047,609808,580239,825611,586399,395939,818977,593869,269814,324055,316758,243989,258230,1412805,1134139,559897,574242,382981,388121,641703,10762,8343,4105,4238,3430,3196,4136,301926,234860,114266,120594,94011,106042,101873
48201,2014,Harris,4454951,3241558,1597769,1643789,1652191,1361168,1441592,1278976,935274,437569,497705,478501,403749,396726,1856313,1226944,628215,598729,840647,597815,417851,840270,610745,277738,333007,322217,252970,265083,1429370,1147352,567054,580298,387800,394997,646573,10975,8555,4222,4333,3453,3306,4216,318023,247962,120540,127422,98074,112080,107869
48201,2015,Harris,4556559,3320630,1637666,1682964,1678004,1394893,1483662,1319658,967332,452779,514553,487537,419722,412399,1910158,1268068,649395,618673,857143,611277,441738,862136,628181,285969,342212,326278,262707,273151,1440124,1155808,571949,583859,389265,400482,650377,11159,8705,4323,4382,3457,3402,4300,332982,259868,126030,133838,101861,117025,114096
48201,2016,Harris,4622836,3372957,1662851,1710106,1689858,1412570,1520408,1347736,990286,463475,526811,491432,429586,426718,1955219,1303137,666456,636681,868979,621350,464890,877548,641275,292116,349159,327628,269114,280806,1436170,1152164,570328,581836,386173,399107,650890,11128,8716,4353,4363,3399,3411,4318,342771,267665,129598,138067,103679,119588,119504
48201,2017,Harris,4655798,3402669,1675389,1727280,1687250,1418824,1549724,1365583,1005197,469843,535354,491823,434912,438848,1988166,1332177,680186,651991,874084,627661,486421,888003,650198,296219,353979,327082,273959,286962,1420589,1139750,563547,576203,378359,394421,647809,11123,8768,4346,4422,3366,3401,4356,347917,271776,131091,140685,104359,119382,124176
48201,2018,Harris,4676913,3427971,1686286,1741685,1681961,1421299,1573653,1381033,1018959,475428,543531,492079,439216,449738,2015120,1360137,693706,666431,876201,631569,507350,898525,659306,299979,359327,327117,279094,292314,1401671,1125288,556256,569032,371382,389052,641237,11072,8749,4301,4448,3295,3428,4349,350525,274491,132044,142447,103966,118156,128403
48201,2019,Harris,4709243,3461436,1701917,1759519,1682497,1428220,1598526,1396973,1033419,481678,551741,492753,444531,459689,2047487,1390205,708188,682017,882787,635944,528756,907406,667676,303573,364103,326350,284170,296886,1388818,1116123,551913,564210,366014,386816,635988,10972,8691,4295,4396,3212,3404,4356,354560,278741,133948,144793,104134,117886,132540
48201,2020,Harris,4738253,3493243,1716984,1776259,1681518,1433265,1623470,1412101,1047137,487719,559418,493657,449198,469246,2077130,1419726,722717,697009,886648,639125,551357,917229,676676,307643,369033,326753,289033,301443,1376122,1106768,547351,559417,361431,384537,630154,10966,8713,4245,4468,3158,3439,4369,356806,281360,135028,146332,103528,117131,136147
