fips_state_county_code,year,site_name,pop_total_any_ethnicity,pop_adult_any_ethnicity,pop_adult_male_any_ethnicity,pop_adult_femlae_any_ethnicity,total_pop_young_any_ethnicity,total_pop_middle_any_ethnicity,total_pop_older_any_ethnicity,total_pop_poc,total_adult_poc,total_adult_male_poc,total_adult_female_poc,total_poc_young,total_poc_middle,total_poc_older,pop_total_hispanic_any_race,pop_adult_hispanic_any_race,pop_adult_male_hispanic_any_race,pop_adult_female_hispanic_any_race,pop_hispanic_young_any_race,pop_hispanic_middle_any_race,pop_hispanic_older_any_race,pop_total_black_non_hispanic,pop_adult_black_non_hispanic,pop_adult_male_black_non_hispanic,pop_adult_female_black_non_hispanic,pop_black_young_non_hispanic,pop_black_middle_non_hispanic,pop_black_older_non_hispanic,pop_total_white_non_hispanic,pop_adult_white_non_hispanic,pop_adult_male_white_non_hispanic,pop_adult_female_white_non_hispanic,pop_white_young_non_hispanic,pop_white_middle_non_hispanic,pop_white_older_non_hispanic,pop_total_AIAN_non_hispanic,pop_adult_AIAN_non_hispanic,pop_adult_male_AIAN_non_hispanic,pop_adult_female_AIAN_non_hispanic,pop_AIAN_young_non_hispanic,pop_AIAN_middle_non_hispanic,pop_AIAN_older_non_hispanic,pop_total_API_non_hispanic,pop_adult_API_non_hispanic,pop_adult_male_API_non_hispanic,pop_adult_female_API_non_hispanic,pop_API_young_non_hispanic,pop_API_middle_non_hispanic,pop_API_older_non_hispanic
36005,2018,New York City,1432316,1076432,494429,582003,497634,410202,524480,783619,585783,265989,319794,274265,227790,281564,802667,586441,267885,318556,301141,238549,262977,428514,327509,148493,179016,140832,120500,167182,135930,112469,54443,58026,35045,31108,69777,5132,3804,1754,2050,1884,1355,1893,60073,46209,21854,24355,18732,18690,22651
36005,2019,New York City,1418187,1068755,491280,577475,486777,406006,525404,778794,583514,265497,318017,269404,226735,282655,797009,584416,267011,317405,294823,236193,265993,423782,325005,147742,177263,137331,119771,166680,131869,108989,52758,56231,34037,30064,67768,5085,3785,1722,2063,1842,1324,1919,60442,46560,22047,24513,18744,18654,23044
36005,2020,New York City,1401142,1057386,485743,571643,477106,400152,523884,771744,578447,263333,315114,265147,224275,282322,790820,580733,264899,315834,289999,233082,267739,417370,320846,146142,174704,133699,118440,165231,127816,105545,51058,54487,33169,28959,65688,4945,3703,1681,2022,1782,1313,1850,60191,46559,21963,24596,18457,18358,23376
36047,2010,New York City,2509954,1914684,880923,1033761,859131,769555,881268,1250119,944710,413024,531686,443538,367304,439277,496629,360188,173366,186822,196828,157710,142091,821291,622974,260850,362124,288450,230108,302733,912053,714285,342138,372147,281691,289215,341147,6686,4871,2093,2778,2556,1955,2175,273295,212366,102476,109890,89606,90567,93122
36047,2011,New York City,2540918,1939946,893744,1046202,861682,785067,894169,1265696,959528,420218,539310,444272,371729,449695,501396,364626,175592,189034,196814,159094,145488,823976,628242,263583,364659,285696,230061,308219,924421,721566,346246,375320,284105,299232,341084,6753,4929,2119,2810,2557,1976,2220,284372,220583,106204,114379,92510,94704,97158
36047,2012,New York City,2568538,1964764,906966,1057798,860311,801483,906744,1278857,972803,426853,545950,443203,376375,459279,502872,367430,177005,190425,194690,159787,148395,824639,632294,266146,366148,281519,230010,313110,938339,730941,351835,379106,285970,310414,341955,6888,5034,2162,2872,2589,1985,2314,295800,229065,109818,119247,95543,99287,100970
36047,2013,New York City,2587759,1982369,915738,1066631,855181,815234,917344,1288243,983706,432159,551547,439637,380605,468001,502911,368735,177497,191238,191937,159996,150978,823301,635450,268243,367207,275692,230616,316993,948851,736791,354978,381813,286966,319920,341965,6935,5060,2215,2845,2603,2017,2315,305761,236333,112805,123528,97983,102685,105093
36047,2014,New York City,2601527,1995608,922114,1073494,847929,825927,927671,1294250,992398,436311,556087,432698,385034,476518,501939,369126,177448,191678,188820,159739,153380,819833,636387,268866,367521,267970,231271,320592,957419,741058,357378,383680,288863,326426,342130,6994,5110,2232,2878,2592,2031,2371,315342,243927,116190,127737,99684,106460,109198
36047,2015,New York City,2608797,2003168,926166,1077002,836547,833577,938673,1296705,997490,439081,558409,423834,388068,484803,499523,368302,176827,191475,184557,159520,155446,814012,634977,268813,366164,258612,231485,323915,964239,744101,359153,384948,289662,331168,343409,7050,5172,2280,2892,2571,2080,2399,323973,250616,119093,131523,101145,109324,113504
36047,2016,New York City,2608146,2005531,928018,1077513,823988,838034,946124,1294998,1000155,440684,559471,413586,390054,491358,496338,367174,176156,191018,180176,158766,157396,805890,631946,268086,363860,249162,230944,325784,967431,744585,359895,384690,290147,334118,343166,7120,5244,2333,2911,2587,2113,2420,331367,256582,121548,135034,101916,112093,117358
36047,2017,New York City,2594357,1998059,924681,1073378,809458,835439,949460,1286374,997285,439731,557554,402288,388905,495181,490907,364368,174612,189756,175589,156834,158484,796125,627586,266683,360903,239750,230065,326310,966129,742006,358817,383189,290004,334099,342026,7098,5252,2345,2907,2563,2109,2426,334098,258847,122224,136623,101552,112332,120214
36047,2018,New York City,2580088,1991656,921981,1069675,795798,832923,951367,1274324,992586,437893,554693,390940,386243,497141,486466,362729,173659,189070,171242,155482,159742,785624,622542,265092,357450,231405,228526,325693,966675,741249,358548,382701,290480,335087,341108,7086,5231,2337,2894,2535,2141,2410,334237,259905,122345,137560,100136,111687,122414
36047,2019,New York City,2562329,1981359,916655,1064704,782782,828664,950883,1263525,986666,435493,551173,382298,383250,497977,481281,359846,171995,187851,167522,153613,160146,776809,616872,263110,353762,225463,227034,324312,963469,738938,356915,382023,288877,334938,339654,7080,5269,2339,2930,2466,2192,2422,333690,260434,122296,138138,98454,110887,124349
36047,2020,New York City,2538934,1965884,909318,1056566,768967,821974,947993,1251657,977764,431714,546050,375060,379496,497101,476368,356910,170294,186616,164133,151551,160684,767260,608532,259967,348565,221159,224501,321600,955158,734045,354423,379622,284809,333105,337244,6978,5222,2325,2897,2402,2189,2387,333170,261175,122309,138866,96464,110628,126078
36061,2010,New York City,1589041,1354097,626869,727228,413036,578074,597931,527205,433786,192008,241778,156584,179700,190921,405002,316734,146149,170585,138367,122056,144579,215921,174641,78120,96521,64836,61937,89148,778603,695404,329943,365461,163608,310782,304213,3293,2676,1219,1457,1009,1102,1182,186222,164642,71438,93204,45216,82197,58809
36061,2011,New York City,1608717,1372040,636552,735488,407026,592798,608893,536115,442477,196335,246142,156338,184679,195098,411388,323871,150063,173808,138075,125621,147692,217451,176626,79213,97413,64588,62962,89901,784941,699853,332618,367235,157905,317775,309261,3358,2720,1231,1489,1046,1098,1214,191579,168970,73427,95543,45412,85342,60825
36061,2012,New York City,1624573,1386487,645124,741363,401794,604426,618353,542973,449022,199955,249067,155853,188394,198726,417952,330991,154141,176850,137378,130200,150374,218038,177432,80020,97412,64133,63536,90369,789088,702513,334595,367918,153635,321840,313613,3414,2772,1248,1524,1052,1125,1237,196081,172779,75120,97659,45596,87725,62760
36061,2013,New York City,1628379,1390279,647504,742775,396345,606785,625249,545197,451499,201092,250407,154613,189511,201073,420620,334394,155940,178454,135632,132343,152645,217480,177325,80098,97227,63395,63773,90312,789365,701915,334886,367029,150768,321506,317091,3509,2839,1304,1535,1076,1186,1247,197405,173806,75276,98530,45474,87977,63954
36061,2014,New York City,1631733,1394123,649996,744127,392061,606423,633249,547887,454504,202351,252153,152647,191379,203861,422076,336922,157379,179543,133185,133953,154938,216657,177108,80138,96970,61970,64400,90287,788895,700871,334895,365976,150108,317984,320803,3475,2802,1282,1520,1070,1149,1256,200630,176420,76302,100118,45728,88937,65965
36061,2015,New York City,1637327,1399235,653914,745321,389852,605174,642301,553210,459863,205367,254496,151205,194170,207835,424152,339365,158993,180372,130927,135829,157396,216384,177257,80469,96788,60719,64958,90707,787999,699350,334825,364525,150727,312763,324509,3518,2834,1307,1527,1086,1167,1265,205274,180429,78320,102109,46393,90457,68424
36061,2016,New York City,1636721,1400145,655221,744924,386213,602240,648268,554948,462276,206578,255698,149149,195450,210349,423447,339909,159177,180732,127630,136574,159243,215042,176609,80458,96151,59115,65528,90399,786525,697719,334865,362854,151368,308039,327118,3452,2812,1306,1506,1043,1157,1252,208255,183096,79415,103681,47057,90942,70256
36061,2017,New York City,1632337,1397893,654656,743237,381910,597862,652565,554588,462977,207098,255879,146805,195362,212421,420683,338777,158811,179966,124121,136174,160388,213435,175690,80300,95390,57676,65867,89892,784587,695666,334045,361621,151718,304099,328770,3490,2848,1313,1535,1025,1182,1283,210142,184912,80187,104725,47370,90540,72232
36061,2018,New York City,1632393,1398755,655026,743729,379491,596887,656015,554424,463447,207173,256274,144835,195067,214522,419123,338656,158660,179996,121275,136074,161774,212634,175132,80005,95127,56704,66414,89516,786118,696350,334575,361775,153207,303385,329526,3481,2855,1325,1530,1008,1187,1286,211037,185762,80461,105301,47297,89827,73913
36061,2019,New York City,1632326,1400239,655922,744317,376926,597347,658053,554590,464300,207622,256678,142952,195280,216358,416125,336973,157826,179147,118524,135326,162275,211875,175073,80092,94981,55496,66922,89457,787864,697905,335436,362469,154490,304112,329262,3446,2837,1343,1494,957,1235,1254,213016,187451,81225,106226,47459,89752,75805
36061,2020,New York City,1611989,1381874,646764,735110,370298,586010,655681,551404,461036,206453,254583,141228,192094,218082,412835,334016,156483,177533,116631,133287,162917,210540,174039,79818,94221,54643,66550,89347,773333,684951,328445,356506,151262,297488,324583,3371,2775,1315,1460,932,1196,1243,211910,186093,80703,105390,46830,87489,77591
36081,2010,New York City,2234574,1771846,844911,926935,679264,688413,866897,1085271,844768,390736,454032,351753,333445,400073,615539,460563,230431,230132,225897,211659,177983,421980,324355,140464,183891,142794,113999,165187,635780,539645,259502,280143,143200,177176,315404,10557,7050,3347,3703,4567,2738,3252,550718,440233,211167,229066,162806,182841,205071
36081,2011,New York City,2255261,1789628,853920,935708,680103,691608,883550,1103320,862029,398994,463035,353018,336769,413533,623926,467518,233879,233639,226494,212524,184908,425169,328778,142965,185813,142079,114156,168934,631797,534745,257620,277125,142352,176501,312944,10706,7212,3435,3777,4580,2718,3408,563663,451375,216021,235354,164598,185709,213356
36081,2012,New York City,2271920,1805082,861659,943423,678997,694269,898654,1118555,876466,406038,470428,353793,339444,425318,630984,473530,236782,236748,227027,212496,191461,425511,331456,144644,186812,139641,114218,171652,628590,531114,256057,275057,140850,176848,310892,10747,7321,3495,3826,4541,2688,3518,576088,461661,220681,240980,166938,188019,221131
36081,2013,New York City,2286788,1818603,868635,949968,675910,697301,913577,1133766,891259,413349,477910,353092,342627,438047,636443,478560,238918,239642,225974,212218,198251,427345,335306,147023,188283,137388,115074,174883,624294,526086,254247,271839,139602,177186,307506,10868,7506,3606,3900,4516,2730,3622,587838,471145,224841,246304,168430,190093,229315
36081,2014,New York City,2298234,1830015,874174,955841,669856,699337,929041,1147086,904229,419345,484884,350541,346048,450497,639195,482103,240484,241619,223533,211141,204521,427168,336992,148067,188925,134273,115478,177417,620597,521969,252708,269261,138096,177185,305316,11049,7695,3695,4000,4544,2790,3715,600225,481256,229220,252036,169410,192743,238072
36081,2015,New York City,2305252,1836219,877415,958804,661896,699296,944060,1159618,915569,424741,490828,347414,349218,462986,640483,483775,241125,242650,220532,209277,210674,427122,338310,149099,189211,130853,116088,180181,614714,516046,250440,265606,135806,176113,302795,11125,7800,3723,4077,4516,2775,3834,611808,490288,233028,257260,170189,195043,246576
36081,2016,New York City,2306249,1837736,878462,959274,653374,696886,955989,1168688,924231,428787,495444,343621,351518,473549,639615,483848,241200,242648,217135,206296,216184,425948,338775,149557,189218,127236,116502,182210,607961,509218,247644,261574,134094,174333,299534,11259,7954,3794,4160,4491,2820,3948,621466,497941,236267,261674,170418,196935,254113
36081,2017,New York City,2295226,1830826,875385,955441,642622,689408,963196,1170784,927451,430554,496897,339057,350127,481600,636552,482555,240344,242211,213310,202800,220442,423112,338157,149672,188485,123357,116377,183378,598272,500702,243881,256821,131483,171537,295252,11217,8004,3834,4170,4411,2795,4011,626073,501408,237654,263754,170061,195899,260113
36081,2018,New York City,2275286,1816864,869485,947379,631258,677622,966406,1166333,925717,430274,495443,333450,345723,487160,632353,480314,239155,241159,209735,198915,223703,418638,336150,149283,186867,119408,115504,183726,587235,490858,239542,251316,129161,167821,290253,11190,8085,3873,4212,4325,2764,4101,625870,501457,237632,263825,168629,192618,264623
36081,2019,New York City,2253942,1802437,863009,939428,619573,666529,967840,1160612,923528,429631,493897,327232,342058,491322,627920,477434,237362,240072,206640,194527,226753,414516,333728,148761,184967,116236,114905,183375,575909,481168,235257,245911,126660,164221,285028,11095,8102,3881,4221,4218,2786,4091,624502,502005,237748,264257,165819,190090,268593
36081,2020,New York City,2225821,1781804,853231,928573,606806,652503,966512,1151765,918169,426974,491195,320475,337254,494036,621931,473437,235272,238165,203327,189494,229110,409621,329982,147266,182716,113573,113635,182413,562544,469635,230021,239614,123886,159571,279087,10859,8022,3835,4187,4036,2770,4053,620866,500728,236837,263891,161984,187033,271849
36085,2010,New York City,469607,360495,171789,188706,153517,125471,190619,98211,70753,32904,37849,37975,27737,32499,81403,54936,26921,28015,36427,25470,19506,46704,33003,14938,18065,19131,12909,14664,304041,243553,116059,127494,86264,76469,141308,929,666,309,357,349,239,341,36530,28337,13562,14775,11346,10384,14800
36085,2011,New York City,471014,362699,172551,190148,152874,124441,193699,99561,71970,33319,38651,38256,27804,33501,81905,55625,27105,28520,36176,25448,20281,47300,33594,15173,18421,19272,12914,15114,303753,243939,116218,127721,85655,75458,142640,944,673,305,368,358,223,363,37112,28868,13750,15118,11413,10398,15301
36085,2012,New York City,470597,363516,172642,190874,151373,122874,196350,99433,72258,33210,39048,37896,27266,34271,82334,56200,27302,28898,36010,25221,21103,46793,33383,14847,18536,18975,12522,15296,303063,243957,116246,127711,84662,74591,143810,935,665,313,352,350,216,369,37472,29311,13934,15377,11376,10324,15772
36085,2013,New York City,471783,365538,173707,191831,150079,122895,198809,100422,73523,33887,39636,37754,27433,35235,83507,57313,27755,29558,36045,25458,22004,47020,33926,15226,18700,18733,12600,15687,302449,243898,116305,127593,83594,74285,144570,933,669,321,348,339,212,382,37874,29732,14100,15632,11368,10340,16166
36085,2014,New York City,471899,366793,174317,192476,148069,122777,201053,101710,74983,34625,40358,37627,27816,36267,84286,58100,28114,29986,35824,25655,22807,47100,34315,15433,18882,18395,12650,16055,300801,243098,115935,127163,82029,73649,145123,941,680,319,361,342,211,388,38771,30600,14516,16084,11479,10612,16680
36085,2015,New York City,472301,367791,174912,192879,146015,122647,203639,102983,76224,35233,40991,37357,28288,37338,85385,59109,28552,30557,35778,25843,23764,47087,34471,15552,18919,18008,12754,16325,299139,242049,115551,126498,80323,72960,145856,937,686,316,370,337,198,402,39753,31476,14941,16535,11569,10892,17292
36085,2016,New York City,474160,369547,175922,193625,145054,123148,205958,105775,78491,36348,42143,37775,29283,38717,86571,60081,29145,30936,35915,25927,24729,47535,34863,15769,19094,17924,13007,16604,297420,240838,114989,125849,78933,72486,146001,953,702,332,370,330,212,411,41681,33063,15687,17376,11952,11516,18213
36085,2017,New York City,475819,371359,177018,194341,144416,123712,207691,109229,81271,37707,43564,38400,30647,40182,87473,61148,29656,31492,35758,26297,25418,47385,34901,15806,19095,17545,13114,16726,295023,239056,114331,124725,77846,71455,145722,930,692,334,358,321,193,416,45008,35562,16891,18671,12946,12653,19409
36085,2018,New York City,476531,372415,177698,194717,143580,124104,208847,113313,84525,39256,45269,39228,32184,41901,87899,61815,29986,31829,35535,26365,25999,46997,34841,15774,19067,17080,13047,16870,291505,236423,113228,123195,76465,70319,144721,924,688,331,357,322,180,422,49206,38648,18379,20269,14178,14193,20835
36085,2019,New York City,476141,372589,178133,194456,142548,123940,209653,117224,87716,41027,46689,40015,33711,43498,87967,62219,30180,32039,35115,26170,26682,46861,34846,15908,18938,16810,13166,16885,287321,233214,111841,121373,75027,68929,143365,917,693,333,360,310,182,425,53075,41617,19871,21746,15286,15493,22296
36085,2020,New York City,475327,372362,178061,194301,141725,123224,210378,120765,90543,42365,48178,40797,34815,45153,88753,63075,30610,32465,35099,26189,27465,46821,34892,15918,18974,16611,13213,16997,282551,229603,110160,119443,73536,67220,141795,922,703,344,359,311,176,435,56280,44089,21029,23060,16168,16426,23686
37021,2010,Buncombe,238743,189955,89825,100130,69257,63663,105823,21303,15195,7223,7972,8265,5524,7514,14272,8927,4903,4024,6949,5317,2006,16212,11597,5501,6096,6245,3933,6034,204334,166551,78087,88464,54630,53227,96477,919,742,369,373,289,248,382,3006,2138,965,1173,1144,938,924
37021,2011,Buncombe,241226,192531,91038,101493,69146,64366,107714,21577,15501,7339,8162,8299,5596,7682,14716,9149,5011,4138,7120,5413,2183,16337,11785,5594,6191,6222,3960,6155,206141,168615,79083,89532,54333,53771,98037,913,737,365,372,289,249,375,3119,2245,985,1260,1182,973,964
37021,2012,Buncombe,243761,195068,92181,102887,69189,65016,109556,22158,15892,7554,8338,8589,5752,7817,14886,9209,4976,4233,7191,5372,2323,16618,12004,5745,6259,6383,4021,6214,208005,170705,80039,90666,54095,54291,99619,915,744,361,383,266,255,394,3337,2406,1060,1346,1254,1077,1006
37021,2013,Buncombe,246952,198291,93755,104536,69212,66319,111421,22559,16303,7794,8509,8679,5923,7957,15349,9500,5053,4447,7380,5478,2491,16686,12148,5863,6285,6361,4074,6251,210350,173224,81288,91936,53845,55322,101183,961,785,382,403,278,270,413,3606,2634,1169,1465,1348,1175,1083
37021,2014,Buncombe,249265,200905,94826,106079,68819,66999,113447,22964,16712,7962,8750,8698,6073,8193,15758,9711,5125,4586,7623,5459,2676,16872,12370,5951,6419,6341,4179,6352,211972,175271,82145,93126,53266,55893,102813,952,783,388,395,258,261,433,3711,2770,1217,1553,1331,1207,1173
37021,2015,Buncombe,252160,203656,96023,107633,68771,67720,115669,23172,16945,8002,8943,8704,6132,8336,16051,9845,5102,4743,7804,5419,2828,16934,12514,6010,6504,6298,4204,6432,214413,177647,83293,94354,53074,56584,104755,972,795,382,413,267,268,437,3790,2855,1236,1619,1328,1245,1217
37021,2016,Buncombe,255222,206749,97694,109055,68463,69090,117669,23375,17157,8165,8992,8683,6244,8448,16463,10150,5250,4900,7944,5510,3009,17017,12623,6121,6502,6261,4289,6467,216929,180234,84667,95567,52700,57764,106465,962,791,381,410,256,276,430,3851,2951,1275,1676,1302,1251,1298
37021,2017,Buncombe,257408,209066,98664,110402,68134,70036,119238,23679,17394,8208,9186,8671,6454,8554,16848,10460,5410,5050,8109,5504,3235,17030,12619,6055,6564,6187,4390,6453,218497,182023,85436,96587,52260,58518,107719,983,823,399,424,242,288,453,4050,3141,1364,1777,1336,1336,1378
37021,2018,Buncombe,259726,211730,99875,111855,67976,70826,120924,23884,17669,8363,9306,8569,6619,8696,17352,10917,5655,5262,8300,5522,3530,17086,12760,6162,6598,6056,4531,6499,220152,183992,86261,97731,52046,59117,108989,997,833,393,440,240,300,457,4139,3228,1404,1824,1334,1356,1449
37021,2019,Buncombe,262049,214455,101315,113140,67644,71798,122607,24199,18017,8502,9515,8534,6829,8836,17956,11446,5941,5505,8521,5638,3797,17218,12925,6229,6696,5991,4687,6540,221636,185890,87296,98594,51563,59781,110292,1003,842,396,446,238,300,465,4236,3352,1453,1899,1331,1392,1513
37021,2020,Buncombe,263477,215992,101952,114040,67440,72177,123860,24383,18248,8561,9687,8529,6845,9009,18364,11759,6062,5697,8695,5679,3990,17161,12943,6217,6726,5913,4665,6583,222475,186889,87739,99150,51194,60097,111184,1053,892,416,476,245,297,511,4424,3509,1518,1991,1393,1439,1592
37119,2010,Mecklenburg,923292,689477,327338,362139,322161,300520,300611,353510,251050,112559,138491,140337,115954,97219,112400,72813,38783,34030,52726,42998,16676,287149,204042,88818,115224,114051,89892,83206,474943,376437,181647,194790,138077,147947,188919,3468,2650,1268,1382,1197,1087,1184,45332,33535,16822,16713,16110,18596,10626
37119,2011,Mecklenburg,944015,706279,334537,371742,326689,305826,311500,365651,260883,116940,143943,144149,119260,102242,114866,74053,39010,35043,53572,43246,18048,295730,211558,91963,119595,116727,91611,87392,481703,382340,184312,198028,138337,149782,193584,3534,2698,1305,1393,1206,1125,1203,48182,35630,17947,17683,16847,20062,11273
37119,2012,Mecklenburg,967418,726008,343106,382902,332144,311792,323482,379032,271729,121634,150095,148427,122872,107733,118524,76087,39650,36437,55146,43753,19625,304518,219495,95312,124183,119089,93648,91781,489195,389446,187559,201887,138795,151682,198718,3603,2738,1314,1424,1237,1141,1225,51578,38242,19271,18971,17877,21568,12133
37119,2013,Mecklenburg,991182,745626,352218,393408,338099,318056,335027,394095,283746,127278,156468,153187,127690,113218,122045,78026,40273,37753,56740,43948,21357,314825,228367,99474,128893,121935,96829,96061,495229,395363,190498,204865,139004,152966,203259,3679,2796,1347,1449,1272,1160,1247,55404,41074,20626,20448,19148,23153,13103
37119,2014,Mecklenburg,1010878,762086,359619,402467,341749,322405,346724,406573,293611,131580,162031,156164,131780,118629,125545,79979,40997,38982,58489,44089,22967,322448,235080,102234,132846,123064,99043,100341,500014,400356,192992,207364,138677,153226,208111,3735,2844,1367,1477,1284,1172,1279,59136,43827,22029,21798,20235,24875,14026
37119,2015,Mecklenburg,1034049,781700,368991,412709,346767,328246,359036,419386,304000,136466,167534,159073,135984,124329,130688,83019,42416,40603,61105,44700,24883,330913,242777,105743,137034,124229,101814,104870,506290,406816,196157,210659,139015,154262,213013,3816,2903,1398,1505,1279,1242,1295,62342,46185,23277,22908,21139,26228,14975
37119,2016,Mecklenburg,1058056,802604,379296,423308,351505,335223,371328,432637,315181,141817,173364,161768,140400,130469,136462,86655,44072,42583,64045,45492,26925,339212,250627,109459,141168,125055,104494,109663,512621,413468,199698,213770,139044,156235,217342,3885,2966,1414,1552,1290,1273,1322,65876,48888,24653,24235,22071,27729,16076
37119,2017,Mecklenburg,1079656,821898,388409,433489,355449,342294,381913,445528,326077,146845,179232,164247,145242,136039,141915,90323,45571,44752,66419,46374,29122,347027,258105,112888,145217,125488,107733,113806,517201,418825,202481,216344,138899,157831,220471,3905,2996,1428,1568,1292,1265,1348,69608,51649,26041,25608,23351,29091,17166
37119,2018,Mecklenburg,1095911,837728,395843,441885,357515,347237,391159,455108,334801,150672,184129,165248,148497,141363,147156,94154,47196,46958,68642,47078,31436,353358,264676,115798,148878,125251,110374,117733,519762,422667,204674,217993,138418,158964,222380,3936,3054,1456,1598,1250,1326,1360,71699,53177,26719,26458,23954,29495,18250
37119,2019,Mecklenburg,1113283,854692,403815,450877,358589,355131,399563,464687,343570,154831,188739,166257,152403,146027,151922,97588,48599,48989,70624,47760,33538,359502,270935,118754,152181,124997,113511,120994,524122,428106,207393,220713,137265,162539,224318,3933,3078,1469,1609,1204,1334,1395,73804,54985,27600,27385,24499,29987,19318
37119,2020,Mecklenburg,1128945,870259,411646,458613,359526,361755,407664,473406,351987,159026,192961,166655,155787,150964,156095,101004,50257,50747,72086,48113,35896,364936,276462,121444,155018,124729,115821,124386,527609,432387,209625,222762,136592,165496,225521,3881,3040,1436,1604,1188,1324,1369,76424,57366,28884,28482,24931,31001,20492
39095,2010,Lucas,441447,335743,159806,175937,154116,110449,176882,100991,69240,31684,37556,45242,25335,30414,27101,15955,7753,8202,14631,7012,5458,87710,60180,27424,32756,39002,21513,27195,317755,252789,121298,131491,97030,79103,141622,1360,1048,519,529,463,378,519,7521,5771,2812,2959,2990,2443,2088
39095,2011,Lucas,439409,335554,159938,175616,151677,109951,177781,101323,69943,32130,37813,45079,25397,30847,27762,16483,8008,8475,14833,7246,5683,87803,60705,27778,32927,38835,21498,27470,314861,251435,120755,130680,94616,78350,141895,1347,1051,509,542,437,375,535,7636,5880,2888,2992,2956,2482,2198
39095,2012,Lucas,436846,334599,159695,174904,148995,109309,178542,101347,70367,32416,37951,44768,25345,31234,28182,16892,8230,8662,14948,7398,5836,87685,61055,28024,33031,38494,21446,27745,311962,249727,120064,129663,92188,77635,142139,1313,1018,500,518,433,346,534,7704,5907,2877,3030,2932,2484,2288
39095,2013,Lucas,436269,334716,159777,174939,147586,109814,178869,102137,71052,32675,38377,44862,25821,31454,28826,17439,8490,8949,15213,7629,5984,88005,61383,28156,33227,38445,21725,27835,310072,248687,119663,129024,90478,77480,142114,1328,1047,510,537,419,360,549,8038,6160,2958,3202,3031,2620,2387
39095,2014,Lucas,434736,333744,159062,174682,145031,110202,179503,102632,71411,32676,38735,44658,26109,31865,29302,17851,8691,9160,15313,7821,6168,88336,61614,28128,33486,38252,21987,28097,307630,246982,118761,128221,88040,77381,142209,1339,1066,508,558,414,367,558,8129,6231,2974,3257,3012,2646,2471
39095,2015,Lucas,433826,333025,158739,174286,142631,110788,180407,103442,71871,32971,38900,44386,26631,32425,29946,18221,8876,9345,15530,8075,6341,88927,61984,28388,33596,37925,22481,28521,305462,245513,117993,127520,85818,77217,142427,1313,1052,501,551,394,369,550,8178,6255,2981,3274,2964,2646,2568
39095,2016,Lucas,433113,332902,158952,173950,140418,111123,181572,104254,72609,33462,39147,43951,27270,33033,30455,18725,9162,9563,15527,8401,6527,89641,62594,28847,33747,37591,23064,28986,303503,244231,117472,126759,84041,76635,142827,1313,1054,507,547,375,364,574,8201,6298,2964,3334,2884,2659,2658
39095,2017,Lucas,431312,331590,157819,173771,138445,110628,182239,104552,72657,33203,39454,43613,27492,33447,31128,19202,9394,9808,15669,8693,6766,89763,62544,28538,34006,37230,23270,29263,300894,242476,116414,126062,82350,75663,142881,1313,1059,499,560,358,378,577,8214,6309,2974,3335,2838,2624,2752
39095,2018,Lucas,429990,331255,157842,173413,136595,111040,182355,105392,73236,33575,39661,43496,28067,33829,31713,19744,9656,10088,15751,8994,6968,90417,63006,28838,34168,37082,23829,29506,298337,241126,115853,125273,80609,75280,142448,1307,1060,499,561,346,371,590,8216,6319,2996,3323,2807,2566,2843
39095,2019,Lucas,428888,330441,157071,173370,135725,110998,182165,105616,73340,33441,39899,43403,28195,34018,32266,20235,9869,10366,15861,9238,7167,90479,62987,28677,34310,36925,23994,29560,296598,239822,115058,124764,79794,74899,141905,1306,1056,494,562,345,363,598,8239,6341,2973,3368,2800,2504,2935
39095,2020,Lucas,428294,330365,157119,173246,134762,111382,182150,106217,73921,33760,40161,43357,28586,34274,32843,20783,10149,10634,15977,9456,7410,90884,63400,28866,34534,36803,24348,29733,295025,238766,114591,124175,78845,74724,141456,1326,1070,506,564,350,378,598,8216,6346,3007,3339,2787,2476,2953
41051,2010,Multnomah,737320,586410,287590,298820,221945,249806,265569,122871,88483,42507,45976,48268,38876,35727,80365,50086,26840,23246,39947,28968,11450,46363,31935,15893,16042,19487,12785,14091,546601,455417,222341,233076,140262,186314,220025,7301,5676,2758,2918,2549,2448,2304,56690,43296,19758,23538,19700,19291,17699
41051,2011,Multnomah,749926,597680,293032,304648,222192,256710,271024,126522,91756,44030,47726,49310,40190,37022,81834,51545,27565,23980,40096,29506,12232,46948,32573,16259,16314,19606,13035,14307,554213,462086,225570,236516,139360,191344,223509,7332,5734,2796,2938,2496,2463,2373,59599,45742,20842,24900,20634,20362,18603
41051,2012,Multnomah,760505,607564,297978,309586,221941,261719,276845,129588,94741,45425,49316,49983,41246,38359,82981,52825,28145,24680,40065,29976,12940,47835,33340,16642,16698,19944,13274,14617,560484,467765,228519,239246,138296,194819,227369,7431,5844,2850,2994,2486,2528,2417,61774,47790,21822,25968,21150,21122,19502
41051,2013,Multnomah,766977,614045,301221,312824,220238,265302,281437,131527,96729,46368,50361,50095,42056,39376,84530,54256,28725,25531,40420,30404,13706,48200,33624,16823,16801,20048,13452,14700,563590,470982,230314,240668,136187,197150,230253,7471,5943,2937,3006,2422,2593,2456,63186,49240,22422,26818,21161,21703,20322
